"","Volume","Taxon name"
"Claytonia multiscapa","Volume 4","Claytonia multiscapa"
"Claytonia parviflora","Volume 4","Claytonia parviflora"
"Claytonia parviflora subsp. parviflora","Volume 4","Claytonia parviflora subsp. parviflora"
"Claytonia perfoliata","Volume 4","Claytonia perfoliata"
"Claytonia perfoliata subsp. intermontana","Volume 4","Claytonia perfoliata subsp. intermontana"
"Claytonia perfoliata subsp. perfoliata","Volume 4","Claytonia perfoliata subsp. perfoliata"
"Claytonia rubra","Volume 4","Claytonia rubra"
"Claytonia rubra subsp. depressa","Volume 4","Claytonia rubra subsp. depressa"
"Claytonia rubra subsp. rubra","Volume 4","Claytonia rubra subsp. rubra"
"Claytonia sarmentosa","Volume 4","Claytonia sarmentosa"
"Claytonia sibirica","Volume 4","Claytonia sibirica"
"Claytonia tuberosa","Volume 4","Claytonia tuberosa"
"Claytonia washingtoniana","Volume 4","Claytonia washingtoniana"
"Clematis ligusticifolia","Volume 3","Clematis ligusticifolia"
"Clematis occidentalis","Volume 3","Clematis occidentalis"
"Clematis occidentalis var. grosseserrata","Volume 3","Clematis occidentalis var. grosseserrata"
"Clematis tangutica","Volume 3","Clematis tangutica"
"Clematis tangutica var. tangutica","Volume 3","Clematis tangutica var. tangutica"
"Clematis vitalba","Volume 3","Clematis vitalba"
"Climacium dendroides","Volume 28","Climacium dendroides"
"Clintonia uniflora","Volume 26","Clintonia uniflora"
"Cochlearia groenlandica","Volume 7","Cochlearia groenlandica"
"Codriophorus acicularis","Volume 27","Codriophorus acicularis"
"Codriophorus fascicularis","Volume 27","Codriophorus fascicularis"
"Codriophorus mollis","Volume 27","Codriophorus mollis"
"Codriophorus ryszardii","Volume 27","Codriophorus ryszardii"
"Codriophorus varius","Volume 27","Codriophorus varius"
"Coeloglossum viride","Volume 26","Coeloglossum viride"
"Coleanthus","Volume 24","Coleanthus"
"Coleanthus subtilis","Volume 24","Coleanthus subtilis"
"Collinsia grandiflora","Volume 17","Collinsia grandiflora"
"Collinsia parviflora","Volume 17","Collinsia parviflora"
"Comandra umbellata","Volume 12","Comandra umbellata"
"Comandra umbellata subsp. californica","Volume 12","Comandra umbellata subsp. californica"
"Comandra umbellata subsp. pallida","Volume 12","Comandra umbellata subsp. pallida"
"Comandra umbellata subsp. umbellata","Volume 12","Comandra umbellata subsp. umbellata"
"Comarum palustre","Volume 9","Comarum palustre"
"Conardia compacta","Volume 28","Conardia compacta"
"Conostomum tetragonum","Volume 28","Conostomum tetragonum"
"Conringia orientalis","Volume 7","Conringia orientalis"
"Consolida ajacis","Volume 3","Consolida ajacis"
"Conyza canadensis","Volume 20","Conyza canadensis"
"Coptis aspleniifolia","Volume 3","Coptis aspleniifolia"
"Coptis trifolia","Volume 3","Coptis trifolia"
"Corallorhiza maculata var. maculata","Volume 26","Corallorhiza maculata var. maculata"
"Corallorhiza maculata var. occidentalis","Volume 26","Corallorhiza maculata var. occidentalis"
"Corallorhiza mertensiana","Volume 26","Corallorhiza mertensiana"
"Corallorhiza striata var. striata","Volume 26","Corallorhiza striata var. striata"
"Corallorhiza trifida","Volume 26","Corallorhiza trifida"
"Coreopsis lanceolata","Volume 21","Coreopsis lanceolata"
"Coreopsis tinctoria","Volume 21","Coreopsis tinctoria"
"Corispermum americanum","Volume 4","Corispermum americanum"
"Corispermum americanum var. americanum","Volume 4","Corispermum americanum var. americanum"
"Corispermum hookeri","Volume 4","Corispermum hookeri"
"Corispermum hookeri var. pseudodeclinatum","Volume 4","Corispermum hookeri var. pseudodeclinatum"
"Cornus canadensis","Volume 12","Cornus canadensis"
"Cornus nuttallii","Volume 12","Cornus nuttallii"
"Cornus occidentalis","Volume 12","Cornus occidentalis"
"Cornus sericea","Volume 12","Cornus sericea"
"Cornus suecica","Volume 12","Cornus suecica"
"Cornus unalaschkensis","Volume 12","Cornus unalaschkensis"
"Corrigiola litoralis subsp. litoralis","Volume 5","Corrigiola litoralis subsp. litoralis"
"Corydalis aurea","Volume 3","Corydalis aurea"
"Corydalis aurea subsp. aurea","Volume 3","Corydalis aurea subsp. aurea"
"Corydalis pauciflora","Volume 3","Corydalis pauciflora"
"Corydalis scouleri","Volume 3","Corydalis scouleri"
"Corydalis sempervirens","Volume 3","Corydalis sempervirens"
"Corylus avellana","Volume 3","Corylus avellana"
"Corylus cornuta subsp. californica","Volume 3","Corylus cornuta subsp. californica"
"Corylus cornuta subsp. cornuta","Volume 3","Corylus cornuta subsp. cornuta"
"Corynephorus","Volume 24","Corynephorus"
"Corynephorus canescens","Volume 24","Corynephorus canescens"
"Coscinodon calyptratus","Volume 27","Coscinodon calyptratus"
"Coscinodon cribrosus","Volume 27","Coscinodon cribrosus"
"Coscinodon yukonensis","Volume 27","Coscinodon yukonensis"
"Cota tinctoria","Volume 19","Cota tinctoria"
"Cotoneaster crispii","Volume 9","Cotoneaster crispii"
"Cotoneaster dammeri","Volume 9","Cotoneaster dammeri"
"Cotoneaster dielsianus","Volume 9","Cotoneaster dielsianus"
"Cotoneaster divaricatus","Volume 9","Cotoneaster divaricatus"
"Cotoneaster franchetii","Volume 9","Cotoneaster franchetii"
"Cotoneaster horizontalis","Volume 9","Cotoneaster horizontalis"
"Cotoneaster lacteus","Volume 9","Cotoneaster lacteus"
"Cotoneaster lucidus","Volume 9","Cotoneaster lucidus"
"Cotoneaster qungbixiensis","Volume 9","Cotoneaster qungbixiensis"
"Cotoneaster rehderi","Volume 9","Cotoneaster rehderi"
"Cotoneaster salicifolius","Volume 9","Cotoneaster salicifolius"
"Cotoneaster simonsii","Volume 9","Cotoneaster simonsii"
"Cotoneaster sternianus","Volume 9","Cotoneaster sternianus"
"Cotoneaster ×suecicus","Volume 9","Cotoneaster ×suecicus"
"Crassula aquatica","Volume 8","Crassula aquatica"
"Crassula connata","Volume 8","Crassula connata"
"Crassula tillaea","Volume 8","Crassula tillaea"
"Crataegus atrovirens","Volume 9","Crataegus atrovirens"
"Crataegus castlegarensis","Volume 9","Crataegus castlegarensis"
"Crataegus chrysocarpa","Volume 9","Crataegus chrysocarpa"
"Crataegus chrysocarpa var. chrysocarpa","Volume 9","Crataegus chrysocarpa var. chrysocarpa"
"Crataegus chrysocarpa var. piperi","Volume 9","Crataegus chrysocarpa var. piperi"
"Crataegus chrysocarpa var. vernonensis","Volume 9","Crataegus chrysocarpa var. vernonensis"
"Crataegus douglasii","Volume 9","Crataegus douglasii"
"Crataegus enderbyensis","Volume 9","Crataegus enderbyensis"
"Crataegus gaylussacia","Volume 9","Crataegus gaylussacia"
"Crataegus macracantha","Volume 9","Crataegus macracantha"
"Crataegus monogyna","Volume 9","Crataegus monogyna"
"Crataegus monogyna var. monogyna","Volume 9","Crataegus monogyna var. monogyna"
"Crataegus okanaganensis","Volume 9","Crataegus okanaganensis"
"Crataegus okanaganensis var. okanaganensis","Volume 9","Crataegus okanaganensis var. okanaganensis"
"Crataegus okanaganensis var. wellsii","Volume 9","Crataegus okanaganensis var. wellsii"
"Crataegus okennonii","Volume 9","Crataegus okennonii"
"Crataegus orbicularis","Volume 9","Crataegus orbicularis"
"Crataegus phippsii","Volume 9","Crataegus phippsii"
"Crataegus sheila-phippsiae","Volume 9","Crataegus sheila-phippsiae"
"Crataegus sheila-phippsiae var. sheila-phippsiae","Volume 9","Crataegus sheila-phippsiae var. sheila-phippsiae"
"Crataegus shuswapensis","Volume 9","Crataegus shuswapensis"
"Cratoneuron filicinum","Volume 28","Cratoneuron filicinum"
"Crepis atribarba","Volume 19","Crepis atribarba"
"Crepis capillaris","Volume 19","Crepis capillaris"
"Crepis elegans","Volume 19","Crepis elegans"
"Crepis intermedia","Volume 19","Crepis intermedia"
"Crepis modocensis","Volume 19","Crepis modocensis"
"Crepis modocensis subsp. modocensis","Volume 19","Crepis modocensis subsp. modocensis"
"Crepis modocensis subsp. rostrata","Volume 19","Crepis modocensis subsp. rostrata"
"Crepis nana","Volume 19","Crepis nana"
"Crepis nicaeënsis","Volume 19","Crepis nicaeënsis"
"Crepis occidentalis","Volume 19","Crepis occidentalis"
"Crepis occidentalis subsp. costata","Volume 19","Crepis occidentalis subsp. costata"
"Crepis occidentalis subsp. occidentalis","Volume 19","Crepis occidentalis subsp. occidentalis"
"Crepis occidentalis subsp. pumila","Volume 19","Crepis occidentalis subsp. pumila"
"Crepis runcinata","Volume 19","Crepis runcinata"
"Crepis runcinata subsp. runcinata","Volume 19","Crepis runcinata subsp. runcinata"
"Crepis tectorum","Volume 19","Crepis tectorum"
"Crepis vesicaria","Volume 19","Crepis vesicaria"
"Crocidium multicaule","Volume 20","Crocidium multicaule"
"Crocosmia ×crocosmiiflora","Volume 26","Crocosmia ×crocosmiiflora"
"Crossidium seriatum","Volume 27","Crossidium seriatum"
"Crumia latifolia","Volume 27","Crumia latifolia"
"Crypsis","Volume 25","Crypsis"
"Crypsis alopecuroides","Volume 25","Crypsis alopecuroides"
"Cryptogramma acrostichoides","Volume 2","Cryptogramma acrostichoides"
"Cryptogramma cascadensis","Volume 2","Cryptogramma cascadensis"
"Cryptogramma sitchensis","Volume 2","Cryptogramma sitchensis"
"Cryptogramma stelleri","Volume 2","Cryptogramma stelleri"
"Ctenidium molluscum","Volume 28","Ctenidium molluscum"
"Ctenidium schofieldii","Volume 28","Ctenidium schofieldii"
"Cyclachaena xanthiifolia","Volume 21","Cyclachaena xanthiifolia"
"Cymbalaria muralis","Volume 17","Cymbalaria muralis"
"Cymbalaria muralis subsp. muralis","Volume 17","Cymbalaria muralis subsp. muralis"
"Cynodon","Volume 25","Cynodon"
"Cynodon dactylon","Volume 25","Cynodon dactylon"
"Cynodon dactylon var. aridus","Volume 25","Cynodon dactylon var. aridus"
"Cynodon dactylon var. dactylon","Volume 25","Cynodon dactylon var. dactylon"
"Cynodon incompletus","Volume 25","Cynodon incompletus"
"Cynodon nlemfu","Volume 25","Cynodon nlemfu"
"Cynodon nlemfuënsis","Volume 25","Cynodon nlemfuënsis"
"Cynodon ×magennisii","Volume 25","Cynodon ×magennisii"
"Cynodontium alpestre","Volume 27","Cynodontium alpestre"
"Cynodontium jenneri","Volume 27","Cynodontium jenneri"
"Cynodontium polycarpon","Volume 27","Cynodontium polycarpon"
"Cynodontium schisti","Volume 27","Cynodontium schisti"
"Cynodontium strumiferum","Volume 27","Cynodontium strumiferum"
"Cynodontium strumulosum","Volume 27","Cynodontium strumulosum"
"Cynodontium tenellum","Volume 27","Cynodontium tenellum"
"Cynosurus","Volume 24","Cynosurus"
"Cynosurus cristatus","Volume 24","Cynosurus cristatus"
"Cynosurus echinatus","Volume 24","Cynosurus echinatus"
"Cyperus eragrostis","Volume 23","Cyperus eragrostis"
"Cyperus esculentus","Volume 23","Cyperus esculentus"
"Cyperus esculentus var. leptostachyus","Volume 23","Cyperus esculentus var. leptostachyus"
"Cyperus squarrosus","Volume 23","Cyperus squarrosus"
"Cypripedium montanum","Volume 26","Cypripedium montanum"
"Cypripedium parviflorum var. makasin","Volume 26","Cypripedium parviflorum var. makasin"
"Cypripedium parviflorum var. pubescens","Volume 26","Cypripedium parviflorum var. pubescens"
"Cypripedium passerinum","Volume 26","Cypripedium passerinum"
"Cyrtomnium hymenophylloides","Volume 28","Cyrtomnium hymenophylloides"
"Cyrtomnium hymenophyllum","Volume 28","Cyrtomnium hymenophyllum"
"Cystopteris fragilis","Volume 2","Cystopteris fragilis"
"Cystopteris montana","Volume 2","Cystopteris montana"
"Dactylis","Volume 24","Dactylis"
"Dactylis glomerata","Volume 24","Dactylis glomerata"
"Daltonia splachnoides","Volume 28","Daltonia splachnoides"
"Danthonia","Volume 25","Danthonia"
"Danthonia californica","Volume 25","Danthonia californica"
"Danthonia decumbens","Volume 25","Danthonia decumbens"
"Danthonia intermedia","Volume 25","Danthonia intermedia"
"Danthonia spicata","Volume 25","Danthonia spicata"
"Danthonia unispicata","Volume 25","Danthonia unispicata"
"Daphne laureola","Volume 6","Daphne laureola"
"Daphne mezereum","Volume 6","Daphne mezereum"
"Darlingtonia californica","Volume 8","Darlingtonia californica"
"Dasiphora fruticosa","Volume 9","Dasiphora fruticosa"
"Delphinium bicolor","Volume 3","Delphinium bicolor"
"Delphinium bicolor subsp. bicolor","Volume 3","Delphinium bicolor subsp. bicolor"
"Delphinium distichum","Volume 3","Delphinium distichum"
"Delphinium elatum","Volume 3","Delphinium elatum"
"Delphinium glareosum","Volume 3","Delphinium glareosum"
"Delphinium glaucum","Volume 3","Delphinium glaucum"
"Delphinium menziesii","Volume 3","Delphinium menziesii"
"Delphinium menziesii subsp. menziesii","Volume 3","Delphinium menziesii subsp. menziesii"
"Delphinium nuttallianum","Volume 3","Delphinium nuttallianum"
"Delphinium sutherlandii","Volume 3","Delphinium sutherlandii"
"Dendroalsia abietina","Volume 28","Dendroalsia abietina"
"Deschampsia","Volume 24","Deschampsia"
"Deschampsia cespitosa","Volume 24","Deschampsia cespitosa"
"Deschampsia cespitosa subsp. beringensis","Volume 24","Deschampsia cespitosa subsp. beringensis"
"Deschampsia cespitosa subsp. cespitosa","Volume 24","Deschampsia cespitosa subsp. cespitosa"
"Deschampsia cespitosa subsp. holciformis","Volume 24","Deschampsia cespitosa subsp. holciformis"
"Deschampsia danthonioides","Volume 24","Deschampsia danthonioides"
"Deschampsia elongata","Volume 24","Deschampsia elongata"
"Deschampsia flexuosa","Volume 24","Deschampsia flexuosa"
"Deschampsia mackenzieana","Volume 24","Deschampsia mackenzieana"
"Deschampsia sukatschewii","Volume 24","Deschampsia sukatschewii"
"Descurainia incana","Volume 7","Descurainia incana"
"Descurainia incisa","Volume 7","Descurainia incisa"
"Descurainia incisa subsp. incisa","Volume 7","Descurainia incisa subsp. incisa"
"Descurainia longepedicellata","Volume 7","Descurainia longepedicellata"
"Descurainia nelsonii","Volume 7","Descurainia nelsonii"
"Descurainia pinnata","Volume 7","Descurainia pinnata"
"Descurainia pinnata subsp. brachycarpa","Volume 7","Descurainia pinnata subsp. brachycarpa"
"Descurainia sophia","Volume 7","Descurainia sophia"
"Descurainia sophioides","Volume 7","Descurainia sophioides"
"Dianthus armeria subsp. armeria","Volume 5","Dianthus armeria subsp. armeria"
"Dianthus barbatus subsp. barbatus","Volume 5","Dianthus barbatus subsp. barbatus"
"Dianthus deltoides subsp. deltoides","Volume 5","Dianthus deltoides subsp. deltoides"
"Diapensia obovata","Volume 8","Diapensia obovata"
"Dicentra formosa","Volume 3","Dicentra formosa"
"Dicentra formosa subsp. formosa","Volume 3","Dicentra formosa subsp. formosa"
"Dicentra uniflora","Volume 3","Dicentra uniflora"
"Dichanthelium","Volume 25","Dichanthelium"
"Dichanthelium acuminatum","Volume 25","Dichanthelium acuminatum"
"Dichanthelium acuminatum subsp. acuminatum","Volume 25","Dichanthelium acuminatum subsp. acuminatum"
"Dichanthelium acuminatum subsp. columbianum","Volume 25","Dichanthelium acuminatum subsp. columbianum"
"Dichanthelium acuminatum subsp. fasciculatum","Volume 25","Dichanthelium acuminatum subsp. fasciculatum"
"Dichanthelium acuminatum subsp. implicatum","Volume 25","Dichanthelium acuminatum subsp. implicatum"
"Dichanthelium acuminatum subsp. leucothrix","Volume 25","Dichanthelium acuminatum subsp. leucothrix"
"Dichanthelium acuminatum subsp. lindheimeri","Volume 25","Dichanthelium acuminatum subsp. lindheimeri"
"Dichanthelium acuminatum subsp. longiligulatum","Volume 25","Dichanthelium acuminatum subsp. longiligulatum"
"Dichanthelium acuminatum subsp. sericeum","Volume 25","Dichanthelium acuminatum subsp. sericeum"
"Dichanthelium acuminatum subsp. spretum","Volume 25","Dichanthelium acuminatum subsp. spretum"
"Dichanthelium acuminatum subsp. thermale","Volume 25","Dichanthelium acuminatum subsp. thermale"
"Dichanthelium chamaelonche","Volume 25","Dichanthelium chamaelonche"
"Dichanthelium chamaelonche subsp. breve","Volume 25","Dichanthelium chamaelonche subsp. breve"
"Dichanthelium chamaelonche subsp. chamaelonche","Volume 25","Dichanthelium chamaelonche subsp. chamaelonche"
"Dichanthelium ensifolium","Volume 25","Dichanthelium ensifolium"
"Dichanthelium ensifolium subsp. curtifolium","Volume 25","Dichanthelium ensifolium subsp. curtifolium"
"Dichanthelium ensifolium subsp. ensifolium","Volume 25","Dichanthelium ensifolium subsp. ensifolium"
"Dichanthelium nudicaule","Volume 25","Dichanthelium nudicaule"
"Dichanthelium oligosanthes","Volume 25","Dichanthelium oligosanthes"
"Dichanthelium oligosanthes subsp. oligosanthes","Volume 25","Dichanthelium oligosanthes subsp. oligosanthes"
"Dichanthelium oligosanthes subsp. scribnerianum","Volume 25","Dichanthelium oligosanthes subsp. scribnerianum"
"Dichanthelium perlongum","Volume 25","Dichanthelium perlongum"
"Dichanthelium polyanthes","Volume 25","Dichanthelium polyanthes"
"Dichanthelium portoricense","Volume 25","Dichanthelium portoricense"
"Dichanthelium portoricense subsp. patulum","Volume 25","Dichanthelium portoricense subsp. patulum"
"Dichanthelium portoricense subsp. portoricense","Volume 25","Dichanthelium portoricense subsp. portoricense"
"Dichanthelium sect. Angustifolia","Volume 25","Dichanthelium sect. Angustifolia"
"Dichanthelium sect. Clandestina","Volume 25","Dichanthelium sect. Clandestina"
"Dichanthelium sect. Dichanthelium","Volume 25","Dichanthelium sect. Dichanthelium"
"Dichanthelium sect. Ensifolia","Volume 25","Dichanthelium sect. Ensifolia"
"Dichanthelium sect. Lancearia","Volume 25","Dichanthelium sect. Lancearia"
"Dichanthelium sect. Lanuginosa","Volume 25","Dichanthelium sect. Lanuginosa"
"Dichanthelium sect. Linearifolia","Volume 25","Dichanthelium sect. Linearifolia"
"Dichanthelium sect. Macrocarpa","Volume 25","Dichanthelium sect. Macrocarpa"
"Dichanthelium sect. Nudicaulia","Volume 25","Dichanthelium sect. Nudicaulia"
"Dichanthelium sect. Oligosantha","Volume 25","Dichanthelium sect. Oligosantha"
"Dichanthelium sect. Pedicellata","Volume 25","Dichanthelium sect. Pedicellata"
"Dichanthelium sect. Sphaerocarpa","Volume 25","Dichanthelium sect. Sphaerocarpa"
"Dichanthelium sect. Strigosa","Volume 25","Dichanthelium sect. Strigosa"
"Dichanthelium tenue","Volume 25","Dichanthelium tenue"
"Dichanthelium ×anthophysum","Volume 25","Dichanthelium ×anthophysum"
"Dichelyma falcatum","Volume 28","Dichelyma falcatum"
"Dichelyma uncinatum","Volume 28","Dichelyma uncinatum"
"Dichodontium olympicum","Volume 27","Dichodontium olympicum"
"Dichodontium pellucidum","Volume 27","Dichodontium pellucidum"
"Dicranella cerviculata","Volume 27","Dicranella cerviculata"
"Dicranella crispa","Volume 27","Dicranella crispa"
"Dicranella heteromalla","Volume 27","Dicranella heteromalla"
"Dicranella pacifica","Volume 27","Dicranella pacifica"
"Dicranella palustris","Volume 27","Dicranella palustris"
"Dicranella rufescens","Volume 27","Dicranella rufescens"
"Dicranella schreberiana","Volume 27","Dicranella schreberiana"
"Dicranella subulata","Volume 27","Dicranella subulata"
"Dicranella varia","Volume 27","Dicranella varia"
"Dicranodontium asperulum","Volume 27","Dicranodontium asperulum"
"Dicranodontium denudatum","Volume 27","Dicranodontium denudatum"
"Dicranodontium uncinatum","Volume 27","Dicranodontium uncinatum"
"Dicranoweisia cirrata","Volume 27","Dicranoweisia cirrata"
"Dicranoweisia crispula","Volume 27","Dicranoweisia crispula"
"Dicranum acutifolium","Volume 27","Dicranum acutifolium"
"Dicranum bonjeanii","Volume 27","Dicranum bonjeanii"
"Dicranum brevifolium","Volume 27","Dicranum brevifolium"
"Dicranum elongatum","Volume 27","Dicranum elongatum"
"Dicranum flagellare","Volume 27","Dicranum flagellare"
"Dicranum fragilifolium","Volume 27","Dicranum fragilifolium"
"Dicranum fuscescens var. flexicaule","Volume 27","Dicranum fuscescens var. flexicaule"
"Dicranum fuscescens var. fuscescens","Volume 27","Dicranum fuscescens var. fuscescens"
"Dicranum groenlandicum","Volume 27","Dicranum groenlandicum"
"Dicranum howellii","Volume 27","Dicranum howellii"
"Dicranum leioneuron","Volume 27","Dicranum leioneuron"
"Dicranum majus var. majus","Volume 27","Dicranum majus var. majus"
"Dicranum majus var. orthophyllum","Volume 27","Dicranum majus var. orthophyllum"
"Dicranum montanum","Volume 27","Dicranum montanum"
"Dicranum muehlenbeckii","Volume 27","Dicranum muehlenbeckii"
"Dicranum pallidisetum","Volume 27","Dicranum pallidisetum"
"Dicranum polysetum","Volume 27","Dicranum polysetum"
"Dicranum scoparium","Volume 27","Dicranum scoparium"
"Dicranum spadiceum","Volume 27","Dicranum spadiceum"
"Dicranum tauricum","Volume 27","Dicranum tauricum"
"Dicranum undulatum","Volume 27","Dicranum undulatum"
"Didymodon asperifolius","Volume 27","Didymodon asperifolius"
"Didymodon brachyphyllus","Volume 27","Didymodon brachyphyllus"
"Didymodon eckeliae","Volume 27","Didymodon eckeliae"
"Didymodon fallax","Volume 27","Didymodon fallax"
"Didymodon ferrugineus","Volume 27","Didymodon ferrugineus"
"Didymodon giganteus","Volume 27","Didymodon giganteus"
"Didymodon leskeoides","Volume 27","Didymodon leskeoides"
"Didymodon maschalogena","Volume 27","Didymodon maschalogena"
"Didymodon murrayae","Volume 27","Didymodon murrayae"
"Didymodon nevadensis","Volume 27","Didymodon nevadensis"
"Didymodon nicholsonii","Volume 27","Didymodon nicholsonii"
"Didymodon nigrescens","Volume 27","Didymodon nigrescens"
"Didymodon norrisii","Volume 27","Didymodon norrisii"
"Didymodon rigidulus var. gracilis","Volume 27","Didymodon rigidulus var. gracilis"
"Didymodon rigidulus var. icmadophilus","Volume 27","Didymodon rigidulus var. icmadophilus"
"Didymodon rigidulus var. rigidulus","Volume 27","Didymodon rigidulus var. rigidulus"
"Didymodon subandreaeoides","Volume 27","Didymodon subandreaeoides"
"Didymodon tophaceus","Volume 27","Didymodon tophaceus"
"Didymodon vinealis var. rubiginosus","Volume 27","Didymodon vinealis var. rubiginosus"
"Didymodon vinealis var. vinealis","Volume 27","Didymodon vinealis var. vinealis"
"Dieteria canescens","Volume 20","Dieteria canescens"
"Dieteria canescens var. canescens","Volume 20","Dieteria canescens var. canescens"
"Dieteria canescens var. incana","Volume 20","Dieteria canescens var. incana"
"Digitalis lutea","Volume 17","Digitalis lutea"
"Digitalis purpurea","Volume 17","Digitalis purpurea"
"Digitalis purpurea subsp. purpurea","Volume 17","Digitalis purpurea subsp. purpurea"
"Digitaria","Volume 25","Digitaria"
"Digitaria bakeri","Volume 25","Digitaria bakeri"
"Digitaria didactyla","Volume 25","Digitaria didactyla"
"Digitaria ischaemum","Volume 25","Digitaria ischaemum"
"Digitaria leucocoma","Volume 25","Digitaria leucocoma"
"Digitaria sanguinalis","Volume 25","Digitaria sanguinalis"
"Digitaria tomentosa","Volume 25","Digitaria tomentosa"
"Diphasiastrum alpinum","Volume 2","Diphasiastrum alpinum"
"Diphasiastrum complanatum","Volume 2","Diphasiastrum complanatum"
"Diphasiastrum sitchense","Volume 2","Diphasiastrum sitchense"
"Diphyscium foliosum","Volume 27","Diphyscium foliosum"
"Discelium nudum","Volume 27","Discelium nudum"
"Distichium capillaceum","Volume 27","Distichium capillaceum"
"Distichium inclinatum","Volume 27","Distichium inclinatum"
"Distichlis","Volume 25","Distichlis"
"Distichlis spicata","Volume 25","Distichlis spicata"
"Ditrichum flexicaule","Volume 27","Ditrichum flexicaule"
"Ditrichum gracile","Volume 27","Ditrichum gracile"
"Ditrichum heteromallum","Volume 27","Ditrichum heteromallum"
"Ditrichum montanum","Volume 27","Ditrichum montanum"
"Ditrichum pusillum","Volume 27","Ditrichum pusillum"
"Ditrichum schimperi","Volume 27","Ditrichum schimperi"
"Dodecatheon conjugens","Volume 8","Dodecatheon conjugens"
"Dodecatheon conjugens var. viscidum","Volume 8","Dodecatheon conjugens var. viscidum"
"Dodecatheon dentatum","Volume 8","Dodecatheon dentatum"
"Dodecatheon frigidum","Volume 8","Dodecatheon frigidum"
"Dodecatheon hendersonii","Volume 8","Dodecatheon hendersonii"
"Dodecatheon jeffreyi","Volume 8","Dodecatheon jeffreyi"
"Dodecatheon pulchellum","Volume 8","Dodecatheon pulchellum"
"Dodecatheon pulchellum var. cusickii","Volume 8","Dodecatheon pulchellum var. cusickii"
"Dodecatheon pulchellum var. macrocarpum","Volume 8","Dodecatheon pulchellum var. macrocarpum"
"Dodecatheon pulchellum var. pulchellum","Volume 8","Dodecatheon pulchellum var. pulchellum"
"Doronicum orientale","Volume 20","Doronicum orientale"
"Doronicum pardalianches","Volume 20","Doronicum pardalianches"
"Douglasia gormanii","Volume 8","Douglasia gormanii"
"Douglasia laevigata","Volume 8","Douglasia laevigata"
"Draba albertina","Volume 7","Draba albertina"
"Draba aurea","Volume 7","Draba aurea"
"Draba borealis","Volume 7","Draba borealis"
"Draba cana","Volume 7","Draba cana"
"Draba cinerea","Volume 7","Draba cinerea"
"Draba corymbosa","Volume 7","Draba corymbosa"
"Draba crassifolia","Volume 7","Draba crassifolia"
"Draba densifolia","Volume 7","Draba densifolia"
"Draba fladnizensis","Volume 7","Draba fladnizensis"
"Draba glabella","Volume 7","Draba glabella"
"Draba grandis","Volume 7","Draba grandis"
"Draba incerta","Volume 7","Draba incerta"
"Draba juvenilis","Volume 7","Draba juvenilis"
"Draba lonchocarpa","Volume 7","Draba lonchocarpa"
"Draba macounii","Volume 7","Draba macounii"
"Draba nemorosa","Volume 7","Draba nemorosa"
"Draba nivalis","Volume 7","Draba nivalis"
"Draba novolympica","Volume 7","Draba novolympica"
"Draba oligosperma","Volume 7","Draba oligosperma"
"Draba praealta","Volume 7","Draba praealta"
"Draba reptans","Volume 7","Draba reptans"
"Draba ruaxes","Volume 7","Draba ruaxes"
"Draba stenoloba","Volume 7","Draba stenoloba"
"Draba ventosa","Volume 7","Draba ventosa"
"Draba verna","Volume 7","Draba verna"
"Drepanocladus aduncus","Volume 28","Drepanocladus aduncus"
"Drepanocladus longifolius","Volume 28","Drepanocladus longifolius"
"Drepanocladus polygamus","Volume 28","Drepanocladus polygamus"
"Drepanocladus sordidus","Volume 28","Drepanocladus sordidus"
"Drosera anglica","Volume 6","Drosera anglica"
"Drosera linearis","Volume 6","Drosera linearis"
"Drosera rotundifolia","Volume 6","Drosera rotundifolia"
"Dryas drummondii","Volume 9","Dryas drummondii"
"Dryas hookeriana","Volume 9","Dryas hookeriana"
"Dryas integrifolia","Volume 9","Dryas integrifolia"
"Dryas integrifolia subsp. integrifolia","Volume 9","Dryas integrifolia subsp. integrifolia"
"Drymocallis convallaria","Volume 9","Drymocallis convallaria"
"Drymocallis glandulosa","Volume 9","Drymocallis glandulosa"
"Drymocallis glandulosa var. glandulosa","Volume 9","Drymocallis glandulosa var. glandulosa"
"Drymocallis pseudorupestris","Volume 9","Drymocallis pseudorupestris"
"Drymocallis pseudorupestris var. saxicola","Volume 9","Drymocallis pseudorupestris var. saxicola"
"Dryopteris arguta","Volume 2","Dryopteris arguta"
"Dryopteris carthusiana","Volume 2","Dryopteris carthusiana"
"Dryopteris cristata","Volume 2","Dryopteris cristata"
"Dryopteris expansa","Volume 2","Dryopteris expansa"
"Dryopteris filix-mas","Volume 2","Dryopteris filix-mas"
"Dryopteris fragrans","Volume 2","Dryopteris fragrans"
"Duchesnea indica","Volume 9","Duchesnea indica"
"Duchesnea indica var. indica","Volume 9","Duchesnea indica var. indica"
"Dulichium arundinaceum","Volume 23","Dulichium arundinaceum"
"Dulichium arundinaceum var. arundinaceum","Volume 23","Dulichium arundinaceum var. arundinaceum"
"Dysphania botrys","Volume 4","Dysphania botrys"
"Echinochloa","Volume 25","Echinochloa"
"Echinochloa crus-galli","Volume 25","Echinochloa crus-galli"
"Echinochloa oryzicola","Volume 25","Echinochloa oryzicola"
"Echinochloa pyramidalis","Volume 25","Echinochloa pyramidalis"
"Echinocystis lobata","Volume 6","Echinocystis lobata"
