"","Volume","Taxon name"
"Juncus torreyi","Volume 22","Juncus torreyi"
"Juncus trifidus","Volume 22","Juncus trifidus"
"Juncus triglumis","Volume 22","Juncus triglumis"
"Juncus triglumis var. albescens","Volume 22","Juncus triglumis var. albescens"
"Juncus vaseyi","Volume 22","Juncus vaseyi"
"Juniperus communis","Volume 2","Juniperus communis"
"Juniperus communis var. depressa","Volume 2","Juniperus communis var. depressa"
"Juniperus communis var. megistocarpa","Volume 2","Juniperus communis var. megistocarpa"
"Juniperus horizontalis","Volume 2","Juniperus horizontalis"
"Juniperus virginiana","Volume 2","Juniperus virginiana"
"Juniperus virginiana var. virginiana","Volume 2","Juniperus virginiana var. virginiana"
"Kalmia angustifolia","Volume 8","Kalmia angustifolia"
"Kalmia angustifolia var. angustifolia","Volume 8","Kalmia angustifolia var. angustifolia"
"Kalmia polifolia","Volume 8","Kalmia polifolia"
"Kalmia procumbens","Volume 8","Kalmia procumbens"
"Kiaeria blyttii","Volume 27","Kiaeria blyttii"
"Kiaeria falcata","Volume 27","Kiaeria falcata"
"Kiaeria glacialis","Volume 27","Kiaeria glacialis"
"Kiaeria starkei","Volume 27","Kiaeria starkei"
"Kobresia myosuroides","Volume 23","Kobresia myosuroides"
"Kobresia simpliciuscula","Volume 23","Kobresia simpliciuscula"
"Kochia scoparia","Volume 4","Kochia scoparia"
"Kochia scoparia subsp. scoparia","Volume 4","Kochia scoparia subsp. scoparia"
"Koeleria","Volume 24","Koeleria"
"Koeleria macrantha","Volume 24","Koeleria macrantha"
"Koeleria pyramidata","Volume 24","Koeleria pyramidata"
"Koenigia islandica","Volume 5","Koenigia islandica"
"Lactuca biennis","Volume 19","Lactuca biennis"
"Lactuca canadensis","Volume 19","Lactuca canadensis"
"Lactuca hirsuta","Volume 19","Lactuca hirsuta"
"Lactuca saligna","Volume 19","Lactuca saligna"
"Lactuca serriola","Volume 19","Lactuca serriola"
"Lagurus","Volume 24","Lagurus"
"Lagurus ovatus","Volume 24","Lagurus ovatus"
"Laportea canadensis","Volume 3","Laportea canadensis"
"Lapsana communis","Volume 19","Lapsana communis"
"Larix laricina","Volume 2","Larix laricina"
"Lechea intermedia","Volume 6","Lechea intermedia"
"Lechea intermedia var. intermedia","Volume 6","Lechea intermedia var. intermedia"
"Lechea intermedia var. laurentiana","Volume 6","Lechea intermedia var. laurentiana"
"Leersia","Volume 24","Leersia"
"Leersia oryzoides","Volume 24","Leersia oryzoides"
"Leersia virginica","Volume 24","Leersia virginica"
"Lemna minor","Volume 22","Lemna minor"
"Lemna perpusilla","Volume 22","Lemna perpusilla"
"Lemna trisulca","Volume 22","Lemna trisulca"
"Lemna turionifera","Volume 22","Lemna turionifera"
"Leontodon autumnalis","Volume 19","Leontodon autumnalis"
"Lepidium campestre","Volume 7","Lepidium campestre"
"Lepidium coronopus","Volume 7","Lepidium coronopus"
"Lepidium densiflorum","Volume 7","Lepidium densiflorum"
"Lepidium didymum","Volume 7","Lepidium didymum"
"Lepidium latifolium","Volume 7","Lepidium latifolium"
"Lepidium ramosissimum","Volume 7","Lepidium ramosissimum"
"Lepidium ruderale","Volume 7","Lepidium ruderale"
"Lepidium sativum","Volume 7","Lepidium sativum"
"Lepidium virginicum","Volume 7","Lepidium virginicum"
"Lepidium virginicum subsp. virginicum","Volume 7","Lepidium virginicum subsp. virginicum"
"Leptobryum pyriforme","Volume 28","Leptobryum pyriforme"
"Leptochloa","Volume 25","Leptochloa"
"Leptochloa chinensis","Volume 25","Leptochloa chinensis"
"Leptochloa fusca","Volume 25","Leptochloa fusca"
"Leptochloa fusca subsp. fascicularis","Volume 25","Leptochloa fusca subsp. fascicularis"
"Leptochloa fusca subsp. fusca","Volume 25","Leptochloa fusca subsp. fusca"
"Leptochloa fusca subsp. uninervia","Volume 25","Leptochloa fusca subsp. uninervia"
"Leptodictyum riparium","Volume 28","Leptodictyum riparium"
"Lescuraea saxicola","Volume 28","Lescuraea saxicola"
"Leskea gracilescens","Volume 28","Leskea gracilescens"
"Leskea obscura","Volume 28","Leskea obscura"
"Leskea polycarpa","Volume 28","Leskea polycarpa"
"Leskeella nervosa","Volume 28","Leskeella nervosa"
"Leucanthemella serotina","Volume 19","Leucanthemella serotina"
"Leucanthemum vulgare","Volume 19","Leucanthemum vulgare"
"Leucobryum glaucum","Volume 27","Leucobryum glaucum"
"Leucodon andrewsianus","Volume 28","Leucodon andrewsianus"
"Leymus","Volume 24","Leymus"
"Leymus arenarius","Volume 24","Leymus arenarius"
"Leymus californicus","Volume 24","Leymus californicus"
"Leymus mollis","Volume 24","Leymus mollis"
"Leymus mollis subsp. mollis","Volume 24","Leymus mollis subsp. mollis"
"Leymus mollis subsp. villosissimus","Volume 24","Leymus mollis subsp. villosissimus"
"Leymus salina","Volume 24","Leymus salina"
"Leymus salina subsp. mojavensis","Volume 24","Leymus salina subsp. mojavensis"
"Leymus salina subsp. salina","Volume 24","Leymus salina subsp. salina"
"Leymus salina subsp. salmonis","Volume 24","Leymus salina subsp. salmonis"
"Liatris spicata","Volume 21","Liatris spicata"
"Liatris spicata var. spicata","Volume 21","Liatris spicata var. spicata"
"Lilium canadense","Volume 26","Lilium canadense"
"Lilium lancifolium","Volume 26","Lilium lancifolium"
"Lilium philadelphicum","Volume 26","Lilium philadelphicum"
"Limonium carolinianum","Volume 5","Limonium carolinianum"
"Limosella aquatica","Volume 17","Limosella aquatica"
"Limosella australis","Volume 17","Limosella australis"
"Linaria bipartita","Volume 17","Linaria bipartita"
"Linaria dalmatica","Volume 17","Linaria dalmatica"
"Linaria dalmatica subsp. dalmatica","Volume 17","Linaria dalmatica subsp. dalmatica"
"Linaria maroccana","Volume 17","Linaria maroccana"
"Linaria vulgaris","Volume 17","Linaria vulgaris"
"Lindbergia brachyptera","Volume 28","Lindbergia brachyptera"
"Lindernia dubia","Volume 17","Lindernia dubia"
"Linum catharticum","Volume 12","Linum catharticum"
"Linum lewisii","Volume 12","Linum lewisii"
"Linum lewisii var. lewisii","Volume 12","Linum lewisii var. lewisii"
"Linum sulcatum","Volume 12","Linum sulcatum"
"Linum usitatissimum","Volume 12","Linum usitatissimum"
"Liparis loeselii","Volume 26","Liparis loeselii"
"Lipocarpha micrantha","Volume 23","Lipocarpha micrantha"
"Listera auriculata","Volume 26","Listera auriculata"
"Listera australis","Volume 26","Listera australis"
"Listera borealis","Volume 26","Listera borealis"
"Listera convallarioides","Volume 26","Listera convallarioides"
"Listera cordata var. cordata","Volume 26","Listera cordata var. cordata"
"Littorella americana","Volume 17","Littorella americana"
"Lobularia maritima","Volume 7","Lobularia maritima"
"Loeskypnum badium","Volume 28","Loeskypnum badium"
"Loeskypnum wickesiae","Volume 28","Loeskypnum wickesiae"
"Lolium","Volume 24","Lolium"
"Lolium multiflorum","Volume 24","Lolium multiflorum"
"Lolium perenne","Volume 24","Lolium perenne"
"Lolium persicum","Volume 24","Lolium persicum"
"Lolium temulentum","Volume 24","Lolium temulentum"
"Lolium temulentum subsp. remotum","Volume 24","Lolium temulentum subsp. remotum"
"Lolium temulentum subsp. temulentum","Volume 24","Lolium temulentum subsp. temulentum"
"Lunaria annua","Volume 7","Lunaria annua"
"Luzula acuminata var. acuminata","Volume 22","Luzula acuminata var. acuminata"
"Luzula arctica","Volume 22","Luzula arctica"
"Luzula confusa","Volume 22","Luzula confusa"
"Luzula groenlandica","Volume 22","Luzula groenlandica"
"Luzula luzuloides","Volume 22","Luzula luzuloides"
"Luzula luzuloides subsp. luzuloides","Volume 22","Luzula luzuloides subsp. luzuloides"
"Luzula multiflora","Volume 22","Luzula multiflora"
"Luzula multiflora subsp. frigida","Volume 22","Luzula multiflora subsp. frigida"
"Luzula multiflora subsp. multiflora","Volume 22","Luzula multiflora subsp. multiflora"
"Luzula pallidula","Volume 22","Luzula pallidula"
"Luzula parviflora","Volume 22","Luzula parviflora"
"Luzula spicata","Volume 22","Luzula spicata"
"Luzula wahlenbergii","Volume 22","Luzula wahlenbergii"
"Lycopodiella inundata","Volume 2","Lycopodiella inundata"
"Lycopodium annotinum","Volume 2","Lycopodium annotinum"
"Lycopodium clavatum","Volume 2","Lycopodium clavatum"
"Lycopodium dendroideum","Volume 2","Lycopodium dendroideum"
"Lycopodium hickeyi","Volume 2","Lycopodium hickeyi"
"Lycopodium lagopus","Volume 2","Lycopodium lagopus"
"Lycopodium obscurum","Volume 2","Lycopodium obscurum"
"Lysimachia ciliata","Volume 8","Lysimachia ciliata"
"Lysimachia hybrida","Volume 8","Lysimachia hybrida"
"Lysimachia maritima","Volume 8","Lysimachia maritima"
"Lysimachia nummularia","Volume 8","Lysimachia nummularia"
"Lysimachia punctata","Volume 8","Lysimachia punctata"
"Lysimachia quadrifolia","Volume 8","Lysimachia quadrifolia"
"Lysimachia terrestris","Volume 8","Lysimachia terrestris"
"Lysimachia thyrsiflora","Volume 8","Lysimachia thyrsiflora"
"Lysimachia vulgaris","Volume 8","Lysimachia vulgaris"
"Lysimachia ×producta","Volume 8","Lysimachia ×producta"
"Macleaya cordata","Volume 3","Macleaya cordata"
"Madia glomerata","Volume 21","Madia glomerata"
"Maianthemum canadense","Volume 26","Maianthemum canadense"
"Maianthemum racemosum subsp. racemosum","Volume 26","Maianthemum racemosum subsp. racemosum"
"Maianthemum stellatum","Volume 26","Maianthemum stellatum"
"Maianthemum trifolium","Volume 26","Maianthemum trifolium"
"Malaxis monophyllos var. brachypoda","Volume 26","Malaxis monophyllos var. brachypoda"
"Malaxis unifolia","Volume 26","Malaxis unifolia"
"Malus pumila","Volume 9","Malus pumila"
"Malva alcea","Volume 6","Malva alcea"
"Malva moschata","Volume 6","Malva moschata"
"Malva neglecta","Volume 6","Malva neglecta"
"Malva parviflora","Volume 6","Malva parviflora"
"Malva pusilla","Volume 6","Malva pusilla"
"Malva sylvestris","Volume 6","Malva sylvestris"
"Malva verticillata","Volume 6","Malva verticillata"
"Matricaria chamomilla","Volume 19","Matricaria chamomilla"
"Matricaria discoidea","Volume 19","Matricaria discoidea"
"Matteuccia struthiopteris","Volume 2","Matteuccia struthiopteris"
"Matteuccia struthiopteris var. pensylvanica","Volume 2","Matteuccia struthiopteris var. pensylvanica"
"Medeola virginiana","Volume 26","Medeola virginiana"
"Meesia triquetra","Volume 28","Meesia triquetra"
"Meesia uliginosa","Volume 28","Meesia uliginosa"
"Melampyrum lineare","Volume 17","Melampyrum lineare"
"Melica","Volume 24","Melica"
"Melica californica","Volume 24","Melica californica"
"Melica smithii","Volume 24","Melica smithii"
"Menispermum canadense","Volume 3","Menispermum canadense"
"Micranthes foliolosa","Volume 8","Micranthes foliolosa"
"Micranthes gaspensis","Volume 8","Micranthes gaspensis"
"Micranthes nivalis","Volume 8","Micranthes nivalis"
"Micranthes stellaris","Volume 8","Micranthes stellaris"
"Micranthes tenuis","Volume 8","Micranthes tenuis"
"Micranthes virginiensis","Volume 8","Micranthes virginiensis"
"Micromitrium tenerum","Volume 27","Micromitrium tenerum"
"Milium","Volume 24","Milium"
"Milium effusum","Volume 24","Milium effusum"
"Mimulus ringens","Volume 17","Mimulus ringens"
"Mimulus ringens var. colpophilus","Volume 17","Mimulus ringens var. colpophilus"
"Mimulus ringens var. ringens","Volume 17","Mimulus ringens var. ringens"
"Minuartia biflora","Volume 5","Minuartia biflora"
"Minuartia dawsonensis","Volume 5","Minuartia dawsonensis"
"Minuartia groenlandica","Volume 5","Minuartia groenlandica"
"Minuartia marcescens","Volume 5","Minuartia marcescens"
"Minuartia michauxii","Volume 5","Minuartia michauxii"
"Minuartia rubella","Volume 5","Minuartia rubella"
"Minuartia stricta","Volume 5","Minuartia stricta"
"Mirabilis albida","Volume 4","Mirabilis albida"
"Mirabilis nyctaginea","Volume 4","Mirabilis nyctaginea"
"Miscanthus","Volume 25","Miscanthus"
"Miscanthus nepalensis","Volume 25","Miscanthus nepalensis"
"Miscanthus oligostachyus","Volume 25","Miscanthus oligostachyus"
"Miscanthus sacchariflorus","Volume 25","Miscanthus sacchariflorus"
"Misopates orontium","Volume 17","Misopates orontium"
"Misopates orontium subsp. orontium","Volume 17","Misopates orontium subsp. orontium"
"Mitella diphylla","Volume 8","Mitella diphylla"
"Mitella nuda","Volume 8","Mitella nuda"
"Mnium hornum","Volume 28","Mnium hornum"
"Mnium lycopodioides","Volume 28","Mnium lycopodioides"
"Mnium marginatum","Volume 28","Mnium marginatum"
"Mnium spinulosum","Volume 28","Mnium spinulosum"
"Mnium stellare","Volume 28","Mnium stellare"
"Mnium thomsonii","Volume 28","Mnium thomsonii"
"Moehringia lateriflora","Volume 5","Moehringia lateriflora"
"Moehringia macrophylla","Volume 5","Moehringia macrophylla"
"Molinia","Volume 25","Molinia"
"Molinia caerulea","Volume 25","Molinia caerulea"
"Mollugo verticillata","Volume 4","Mollugo verticillata"
"Moneses uniflora","Volume 8","Moneses uniflora"
"Monotropa hypopitys","Volume 8","Monotropa hypopitys"
"Monotropa uniflora","Volume 8","Monotropa uniflora"
"Montia fontana","Volume 4","Montia fontana"
"Muhlenbergia","Volume 25","Muhlenbergia"
"Muhlenbergia diversiglumis","Volume 25","Muhlenbergia diversiglumis"
"Muhlenbergia frondosa","Volume 25","Muhlenbergia frondosa"
"Muhlenbergia glabrifloris","Volume 25","Muhlenbergia glabrifloris"
"Muhlenbergia glomerata","Volume 25","Muhlenbergia glomerata"
"Muhlenbergia mexicana","Volume 25","Muhlenbergia mexicana"
"Muhlenbergia racemosa","Volume 25","Muhlenbergia racemosa"
"Muhlenbergia richardsonis","Volume 25","Muhlenbergia richardsonis"
"Muhlenbergia sericea","Volume 25","Muhlenbergia sericea"
"Muhlenbergia sylvatica","Volume 25","Muhlenbergia sylvatica"
"Muhlenbergia tenuiflora","Volume 25","Muhlenbergia tenuiflora"
"Muhlenbergia uniflora","Volume 25","Muhlenbergia uniflora"
"Mulgedium pulchellum","Volume 19","Mulgedium pulchellum"
"Mycelis muralis","Volume 19","Mycelis muralis"
"Myosoton aquaticum","Volume 5","Myosoton aquaticum"
"Myrica gale","Volume 3","Myrica gale"
"Myrica pensylvanica","Volume 3","Myrica pensylvanica"
"Myurella julacea","Volume 28","Myurella julacea"
"Myurella sibirica","Volume 28","Myurella sibirica"
"Myurella tenerrima","Volume 28","Myurella tenerrima"
"Najas flexilis","Volume 22","Najas flexilis"
"Najas guadalupensis","Volume 22","Najas guadalupensis"
"Najas guadalupensis subsp. guadalupensis","Volume 22","Najas guadalupensis subsp. guadalupensis"
"Najas guadalupensis subsp. olivacea","Volume 22","Najas guadalupensis subsp. olivacea"
"Narcissus poeticus","Volume 26","Narcissus poeticus"
"Nardus","Volume 24","Nardus"
"Nardus stricta","Volume 24","Nardus stricta"
"Nasturtium microphyllum","Volume 7","Nasturtium microphyllum"
"Nasturtium officinale","Volume 7","Nasturtium officinale"
"Neckera pennata","Volume 28","Neckera pennata"
"Neslia paniculata","Volume 7","Neslia paniculata"
"Nigella damascena","Volume 3","Nigella damascena"
"Niphotrichum canescens subsp. canescens","Volume 27","Niphotrichum canescens subsp. canescens"
"Niphotrichum canescens subsp. latifolium","Volume 27","Niphotrichum canescens subsp. latifolium"
"Niphotrichum ericoides","Volume 27","Niphotrichum ericoides"
"Niphotrichum panschii","Volume 27","Niphotrichum panschii"
"Nuphar microphylla","Volume 3","Nuphar microphylla"
"Nuphar rubrodisca","Volume 3","Nuphar rubrodisca"
"Nuphar variegata","Volume 3","Nuphar variegata"
"Nuttallanthus canadensis","Volume 17","Nuttallanthus canadensis"
"Nymphaea leibergii","Volume 3","Nymphaea leibergii"
"Nymphaea odorata","Volume 3","Nymphaea odorata"
"Nymphaea odorata subsp. odorata","Volume 3","Nymphaea odorata subsp. odorata"
"Nymphaea odorata subsp. tuberosa","Volume 3","Nymphaea odorata subsp. tuberosa"
"Oclemena acuminata","Volume 20","Oclemena acuminata"
"Oclemena nemoralis","Volume 20","Oclemena nemoralis"
"Oclemena ×blakei","Volume 20","Oclemena ×blakei"
"Odontites vulgaris","Volume 17","Odontites vulgaris"
"Omalotheca norvegica","Volume 19","Omalotheca norvegica"
"Omalotheca supina","Volume 19","Omalotheca supina"
"Omalotheca sylvatica","Volume 19","Omalotheca sylvatica"
"Oncophorus virens","Volume 27","Oncophorus virens"
"Oncophorus wahlenbergii","Volume 27","Oncophorus wahlenbergii"
"Onoclea sensibilis","Volume 2","Onoclea sensibilis"
"Onopordum acanthium","Volume 19","Onopordum acanthium"
"Onopordum acanthium subsp. acanthium","Volume 19","Onopordum acanthium subsp. acanthium"
"Ophioglossum pusillum","Volume 2","Ophioglossum pusillum"
"Ornithogalum umbellatum","Volume 26","Ornithogalum umbellatum"
"Orobanche uniflora","Volume 17","Orobanche uniflora"
"Orobanche uniflora subsp. uniflora","Volume 17","Orobanche uniflora subsp. uniflora"
"Orthilia secunda","Volume 8","Orthilia secunda"
"Orthothecium chryseum var. chryseum","Volume 28","Orthothecium chryseum var. chryseum"
"Orthothecium intricatum","Volume 28","Orthothecium intricatum"
"Orthothecium strictum","Volume 28","Orthothecium strictum"
"Orthotrichum anomalum","Volume 28","Orthotrichum anomalum"
"Orthotrichum elegans","Volume 28","Orthotrichum elegans"
"Orthotrichum obtusifolium","Volume 28","Orthotrichum obtusifolium"
"Orthotrichum ohioense","Volume 28","Orthotrichum ohioense"
"Orthotrichum pallens var. pallens","Volume 28","Orthotrichum pallens var. pallens"
"Orthotrichum pylaisii","Volume 28","Orthotrichum pylaisii"
"Orthotrichum sordidum","Volume 28","Orthotrichum sordidum"
"Orthotrichum speciosum","Volume 28","Orthotrichum speciosum"
"Orthotrichum strangulatum","Volume 28","Orthotrichum strangulatum"
"Oryzopsis","Volume 24","Oryzopsis"
"Oryzopsis asperifolia","Volume 24","Oryzopsis asperifolia"
"Osmunda cinnamomea","Volume 2","Osmunda cinnamomea"
"Osmunda claytoniana","Volume 2","Osmunda claytoniana"
"Osmunda regalis","Volume 2","Osmunda regalis"
"Osmunda regalis var. spectabilis","Volume 2","Osmunda regalis var. spectabilis"
"Ostrya virginiana","Volume 3","Ostrya virginiana"
"Oxalis corniculata","Volume 12","Oxalis corniculata"
"Oxalis dillenii","Volume 12","Oxalis dillenii"
"Oxalis montana","Volume 12","Oxalis montana"
"Oxalis stricta","Volume 12","Oxalis stricta"
"Oxyria digyna","Volume 5","Oxyria digyna"
"Oxyrrhynchium hians","Volume 28","Oxyrrhynchium hians"
"Packera aurea","Volume 20","Packera aurea"
"Packera cymbalaria","Volume 20","Packera cymbalaria"
"Packera indecora","Volume 20","Packera indecora"
"Packera obovata","Volume 20","Packera obovata"
"Packera pauciflora","Volume 20","Packera pauciflora"
"Packera paupercula","Volume 20","Packera paupercula"
"Packera schweinitziana","Volume 20","Packera schweinitziana"
"Paludella squarrosa","Volume 28","Paludella squarrosa"
"Palustriella falcata","Volume 28","Palustriella falcata"
"Panicum","Volume 25","Panicum"
"Panicum capillare","Volume 25","Panicum capillare"
"Panicum capillare subsp. capillare","Volume 25","Panicum capillare subsp. capillare"
"Panicum capillare subsp. hillmanii","Volume 25","Panicum capillare subsp. hillmanii"
"Panicum dichotomiflorum","Volume 25","Panicum dichotomiflorum"
"Panicum dichotomiflorum subsp. bartowense","Volume 25","Panicum dichotomiflorum subsp. bartowense"
"Panicum dichotomiflorum subsp. dichotomiflorum","Volume 25","Panicum dichotomiflorum subsp. dichotomiflorum"
"Panicum dichotomiflorum subsp. puritanorum","Volume 25","Panicum dichotomiflorum subsp. puritanorum"
"Panicum flexile","Volume 25","Panicum flexile"
"Panicum gymnocarpon","Volume 25","Panicum gymnocarpon"
"Panicum miliaceum","Volume 25","Panicum miliaceum"
"Panicum miliaceum subsp. miliaceum","Volume 25","Panicum miliaceum subsp. miliaceum"
"Panicum miliaceum subsp. ruderale","Volume 25","Panicum miliaceum subsp. ruderale"
"Panicum philadelphicum","Volume 25","Panicum philadelphicum"
"Panicum philadelphicum subsp. gattingeri","Volume 25","Panicum philadelphicum subsp. gattingeri"
"Panicum philadelphicum subsp. lithophilum","Volume 25","Panicum philadelphicum subsp. lithophilum"
"Panicum philadelphicum subsp. philadelphicum","Volume 25","Panicum philadelphicum subsp. philadelphicum"
"Panicum plenum","Volume 25","Panicum plenum"
"Panicum sect. Agrostoidea","Volume 25","Panicum sect. Agrostoidea"
"Panicum sect. Antidotalia","Volume 25","Panicum sect. Antidotalia"
"Panicum sect. Bulbosa","Volume 25","Panicum sect. Bulbosa"
"Panicum sect. Dichotomiflora","Volume 25","Panicum sect. Dichotomiflora"
"Panicum sect. Hemitonia","Volume 25","Panicum sect. Hemitonia"
"Panicum sect. Monticola","Volume 25","Panicum sect. Monticola"
"Panicum sect. Obtusa","Volume 25","Panicum sect. Obtusa"
"Panicum sect. Panicum","Volume 25","Panicum sect. Panicum"
"Panicum sect. Phanopyrum","Volume 25","Panicum sect. Phanopyrum"
"Panicum sect. Repentia","Volume 25","Panicum sect. Repentia"
"Panicum sect. Tenera","Volume 25","Panicum sect. Tenera"
"Panicum sect. Urvilleana","Volume 25","Panicum sect. Urvilleana"
"Panicum sect. Verrucosa","Volume 25","Panicum sect. Verrucosa"
"Panicum subg. Agrostoidea","Volume 25","Panicum subg. Agrostoidea"
"Panicum subg. Panicum","Volume 25","Panicum subg. Panicum"
"Panicum subg. Phanopyrum","Volume 25","Panicum subg. Phanopyrum"
"Panicum virgatum","Volume 25","Panicum virgatum"
"Papaver dubium","Volume 3","Papaver dubium"
"Papaver lapponicum","Volume 3","Papaver lapponicum"
"Papaver radicatum","Volume 3","Papaver radicatum"
"Papaver radicatum subsp. radicatum","Volume 3","Papaver radicatum subsp. radicatum"
"Papaver rhoeas","Volume 3","Papaver rhoeas"
"Papaver somniferum","Volume 3","Papaver somniferum"
"Paraleucobryum longifolium","Volume 27","Paraleucobryum longifolium"
"Parietaria pensylvanica","Volume 3","Parietaria pensylvanica"
"Parnassia glauca","Volume 12","Parnassia glauca"
"Parnassia kotzebuei","Volume 12","Parnassia kotzebuei"
"Parnassia palustris","Volume 12","Parnassia palustris"
"Parnassia parviflora","Volume 12","Parnassia parviflora"
"Paronychia fastigiata var. fastigiata","Volume 5","Paronychia fastigiata var. fastigiata"
"Parthenocissus quinquefolia","Volume 12","Parthenocissus quinquefolia"
"Parthenocissus vitacea","Volume 12","Parthenocissus vitacea"
"Pascopyrum","Volume 24","Pascopyrum"
"Pascopyrum smithii","Volume 24","Pascopyrum smithii"
"Pedicularis canadensis","Volume 17","Pedicularis canadensis"
"Pedicularis capitata","Volume 17","Pedicularis capitata"
"Pedicularis flammea","Volume 17","Pedicularis flammea"
"Pedicularis groenlandica","Volume 17","Pedicularis groenlandica"
"Pedicularis hirsuta","Volume 17","Pedicularis hirsuta"
"Pedicularis labradorica","Volume 17","Pedicularis labradorica"
"Pedicularis lanata","Volume 17","Pedicularis lanata"
"Pedicularis lanata subsp. lanata","Volume 17","Pedicularis lanata subsp. lanata"
"Pedicularis lapponica","Volume 17","Pedicularis lapponica"
"Pedicularis palustris","Volume 17","Pedicularis palustris"
"Pedicularis palustris subsp. palustris","Volume 17","Pedicularis palustris subsp. palustris"
"Pedicularis sudetica","Volume 17","Pedicularis sudetica"
"Pedicularis sudetica subsp. albolabiata","Volume 17","Pedicularis sudetica subsp. albolabiata"
"Pedicularis sudetica subsp. interior","Volume 17","Pedicularis sudetica subsp. interior"
"Pellaea atropurpurea","Volume 2","Pellaea atropurpurea"
"Pellaea glabella","Volume 2","Pellaea glabella"
"Pellaea glabella subsp. glabella","Volume 2","Pellaea glabella subsp. glabella"
"Peltandra virginica","Volume 22","Peltandra virginica"
"Penstemon digitalis","Volume 17","Penstemon digitalis"
"Penstemon hirsutus","Volume 17","Penstemon hirsutus"
"Penthorum sedoides","Volume 8","Penthorum sedoides"
"Persicaria amphibia","Volume 5","Persicaria amphibia"
"Persicaria arifolia","Volume 5","Persicaria arifolia"
"Persicaria careyi","Volume 5","Persicaria careyi"
"Persicaria hydropiper","Volume 5","Persicaria hydropiper"
"Persicaria hydropiperoides","Volume 5","Persicaria hydropiperoides"
"Persicaria lapathifolia","Volume 5","Persicaria lapathifolia"
"Persicaria maculosa","Volume 5","Persicaria maculosa"
"Persicaria minor","Volume 5","Persicaria minor"
"Persicaria orientalis","Volume 5","Persicaria orientalis"
"Persicaria pensylvanica","Volume 5","Persicaria pensylvanica"
"Persicaria punctata","Volume 5","Persicaria punctata"
"Persicaria robustior","Volume 5","Persicaria robustior"
"Persicaria sagittata","Volume 5","Persicaria sagittata"
"Persicaria virginiana","Volume 5","Persicaria virginiana"
"Petasites frigidus","Volume 20","Petasites frigidus"
"Petasites frigidus var. palmatus","Volume 20","Petasites frigidus var. palmatus"
"Petasites frigidus var. sagittatus","Volume 20","Petasites frigidus var. sagittatus"
"Petasites frigidus var. ×vitifolius","Volume 20","Petasites frigidus var. ×vitifolius"
"Phalaris","Volume 24","Phalaris"
"Phalaris arundinacea","Volume 24","Phalaris arundinacea"
"Phalaris canariensis","Volume 24","Phalaris canariensis"
"Phedimus aizoon","Volume 8","Phedimus aizoon"
"Phedimus hybridus","Volume 8","Phedimus hybridus"
"Phedimus spurius","Volume 8","Phedimus spurius"
"Phegopteris connectilis","Volume 2","Phegopteris connectilis"
"Phegopteris hexagonoptera","Volume 2","Phegopteris hexagonoptera"
"Philadelphus coronarius","Volume 12","Philadelphus coronarius"
"Philonotis fontana var. americana","Volume 28","Philonotis fontana var. americana"
"Philonotis fontana var. fontana","Volume 28","Philonotis fontana var. fontana"
"Philonotis fontana var. pumila","Volume 28","Philonotis fontana var. pumila"
"Philonotis marchica","Volume 28","Philonotis marchica"
"Phippsia","Volume 24","Phippsia"
"Phippsia algida","Volume 24","Phippsia algida"
"Phippsia concinna","Volume 24","Phippsia concinna"
"Phleum","Volume 24","Phleum"
"Phleum alpinum","Volume 24","Phleum alpinum"
"Phleum phleoides","Volume 24","Phleum phleoides"
"Phleum pratense","Volume 24","Phleum pratense"
"Phragmites","Volume 25","Phragmites"
"Phragmites australis","Volume 25","Phragmites australis"
"Phryma leptostachya","Volume 17","Phryma leptostachya"
"Phryma leptostachya var. leptostachya","Volume 17","Phryma leptostachya var. leptostachya"
"Phyllodoce caerulea","Volume 8","Phyllodoce caerulea"
"Physaria arctica","Volume 7","Physaria arctica"
"Physcomitrella patens","Volume 27","Physcomitrella patens"
"Physcomitrium immersum","Volume 27","Physcomitrium immersum"
"Physcomitrium pyriforme","Volume 27","Physcomitrium pyriforme"
"Physocarpus opulifolius","Volume 9","Physocarpus opulifolius"
"Phytolacca americana","Volume 4","Phytolacca americana"
"Phytolacca americana var. americana","Volume 4","Phytolacca americana var. americana"
"Picea glauca","Volume 2","Picea glauca"
"Picea mariana","Volume 2","Picea mariana"
"Picea rubens","Volume 2","Picea rubens"
"Pilea pumila","Volume 3","Pilea pumila"
"Pinus banksiana","Volume 2","Pinus banksiana"
"Pinus resinosa","Volume 2","Pinus resinosa"
"Pinus rigida","Volume 2","Pinus rigida"
"Pinus strobus","Volume 2","Pinus strobus"
"Piperia unalascensis","Volume 26","Piperia unalascensis"
"Plagiobryum zieri","Volume 28","Plagiobryum zieri"
"Plagiomnium ciliare","Volume 28","Plagiomnium ciliare"
"Plagiomnium cuspidatum","Volume 28","Plagiomnium cuspidatum"
"Plagiomnium drummondii","Volume 28","Plagiomnium drummondii"
"Plagiomnium ellipticum","Volume 28","Plagiomnium ellipticum"
"Plagiomnium medium","Volume 28","Plagiomnium medium"
"Plagiomnium rostratum","Volume 28","Plagiomnium rostratum"
"Plagiopus oederianus","Volume 28","Plagiopus oederianus"
"Plagiothecium cavifolium","Volume 28","Plagiothecium cavifolium"
"Plagiothecium denticulatum","Volume 28","Plagiothecium denticulatum"
"Plagiothecium laetum","Volume 28","Plagiothecium laetum"
