"","Volume","Taxon name"
"Triticum dicoccum","Volume 24","Triticum dicoccum"
"Triticum monococcum","Volume 24","Triticum monococcum"
"Triticum polonicum","Volume 24","Triticum polonicum"
"Triticum timopheevii","Volume 24","Triticum timopheevii"
"Triticum urartu","Volume 24","Triticum urartu"
"Tsuga canadensis","Volume 2","Tsuga canadensis"
"Tussilago farfara","Volume 20","Tussilago farfara"
"Typha angustifolia","Volume 22","Typha angustifolia"
"Typha latifolia","Volume 22","Typha latifolia"
"Ulmus americana","Volume 3","Ulmus americana"
"Ulota coarctata","Volume 28","Ulota coarctata"
"Ulota crispa","Volume 28","Ulota crispa"
"Urtica dioica","Volume 3","Urtica dioica"
"Urtica dioica subsp. dioica","Volume 3","Urtica dioica subsp. dioica"
"Urtica dioica subsp. gracilis","Volume 3","Urtica dioica subsp. gracilis"
"Urtica urens","Volume 3","Urtica urens"
"Vaccinium angustifolium","Volume 8","Vaccinium angustifolium"
"Vaccinium macrocarpon","Volume 8","Vaccinium macrocarpon"
"Vaccinium myrtilloides","Volume 8","Vaccinium myrtilloides"
"Vaccinium oxycoccos","Volume 8","Vaccinium oxycoccos"
"Vaccinium uliginosum","Volume 8","Vaccinium uliginosum"
"Vaccinium vitis-idaea","Volume 8","Vaccinium vitis-idaea"
"Verbascum phlomoides","Volume 17","Verbascum phlomoides"
"Verbascum thapsus","Volume 17","Verbascum thapsus"
"Verbascum thapsus subsp. thapsus","Volume 17","Verbascum thapsus subsp. thapsus"
"Veronica americana","Volume 17","Veronica americana"
"Veronica arvensis","Volume 17","Veronica arvensis"
"Veronica chamaedrys","Volume 17","Veronica chamaedrys"
"Veronica longifolia","Volume 17","Veronica longifolia"
"Veronica officinalis","Volume 17","Veronica officinalis"
"Veronica peregrina","Volume 17","Veronica peregrina"
"Veronica persica","Volume 17","Veronica persica"
"Veronica scutellata","Volume 17","Veronica scutellata"
"Veronica serpyllifolia","Volume 17","Veronica serpyllifolia"
"Veronica verna","Volume 17","Veronica verna"
"Viola arvensis","Volume 6","Viola arvensis"
"Viola blanda","Volume 6","Viola blanda"
"Viola cucullata","Volume 6","Viola cucullata"
"Viola labradorica","Volume 6","Viola labradorica"
"Viola lanceolata","Volume 6","Viola lanceolata"
"Viola macloskeyi","Volume 6","Viola macloskeyi"
"Viola nephrophylla","Volume 6","Viola nephrophylla"
"Viola pubescens","Volume 6","Viola pubescens"
"Viola pubescens var. scabriuscula","Volume 6","Viola pubescens var. scabriuscula"
"Viola renifolia","Volume 6","Viola renifolia"
"Viola sagittata","Volume 6","Viola sagittata"
"Viola sagittata var. ovata","Volume 6","Viola sagittata var. ovata"
"Viola sororia","Volume 6","Viola sororia"
"Viola tricolor","Volume 6","Viola tricolor"
"Viola tricolor var. tricolor","Volume 6","Viola tricolor var. tricolor"
"Warnstorfia fluitans","Volume 28","Warnstorfia fluitans"
"Weissia controversa","Volume 27","Weissia controversa"
"Woodwardia virginica","Volume 2","Woodwardia virginica"
"Xanthium strumarium","Volume 21","Xanthium strumarium"
"Zannichellia palustris","Volume 22","Zannichellia palustris"
"Zizania","Volume 24","Zizania"
"Zizania palustris","Volume 24","Zizania palustris"
"Zizania palustris var. interior","Volume 24","Zizania palustris var. interior"
"Zizania palustris var. palustris","Volume 24","Zizania palustris var. palustris"
"Zostera marina","Volume 22","Zostera marina"
