"","Volume","Taxon name"
"Cardamine umbellata","Volume 7","Cardamine umbellata"
"Carduus nutans","Volume 19","Carduus nutans"
"Carex adusta","Volume 23","Carex adusta"
"Carex albonigra","Volume 23","Carex albonigra"
"Carex aperta","Volume 23","Carex aperta"
"Carex aquatilis","Volume 23","Carex aquatilis"
"Carex aquatilis var. aquatilis","Volume 23","Carex aquatilis var. aquatilis"
"Carex arcta","Volume 23","Carex arcta"
"Carex atherodes","Volume 23","Carex atherodes"
"Carex athrostachya","Volume 23","Carex athrostachya"
"Carex atratiformis","Volume 23","Carex atratiformis"
"Carex atrosquama","Volume 23","Carex atrosquama"
"Carex aurea","Volume 23","Carex aurea"
"Carex backii","Volume 23","Carex backii"
"Carex bebbii","Volume 23","Carex bebbii"
"Carex brevior","Volume 23","Carex brevior"
"Carex brunnescens","Volume 23","Carex brunnescens"
"Carex brunnescens subsp. brunnescens","Volume 23","Carex brunnescens subsp. brunnescens"
"Carex buxbaumii","Volume 23","Carex buxbaumii"
"Carex canescens","Volume 23","Carex canescens"
"Carex canescens subsp. canescens","Volume 23","Carex canescens subsp. canescens"
"Carex capillaris","Volume 23","Carex capillaris"
"Carex capitata","Volume 23","Carex capitata"
"Carex chordorrhiza","Volume 23","Carex chordorrhiza"
"Carex concinna","Volume 23","Carex concinna"
"Carex concinnoides","Volume 23","Carex concinnoides"
"Carex cordillerana","Volume 23","Carex cordillerana"
"Carex crawei","Volume 23","Carex crawei"
"Carex crawfordii","Volume 23","Carex crawfordii"
"Carex deflexa","Volume 23","Carex deflexa"
"Carex deflexa var. boottii","Volume 23","Carex deflexa var. boottii"
"Carex deflexa var. deflexa","Volume 23","Carex deflexa var. deflexa"
"Carex deweyana","Volume 23","Carex deweyana"
"Carex deweyana var. deweyana","Volume 23","Carex deweyana var. deweyana"
"Carex diandra","Volume 23","Carex diandra"
"Carex disperma","Volume 23","Carex disperma"
"Carex douglasii","Volume 23","Carex douglasii"
"Carex duriuscula","Volume 23","Carex duriuscula"
"Carex eburnea","Volume 23","Carex eburnea"
"Carex epapillosa","Volume 23","Carex epapillosa"
"Carex filifolia","Volume 23","Carex filifolia"
"Carex filifolia var. filifolia","Volume 23","Carex filifolia var. filifolia"
"Carex flava","Volume 23","Carex flava"
"Carex foenea","Volume 23","Carex foenea"
"Carex fuliginosa","Volume 23","Carex fuliginosa"
"Carex garberi","Volume 23","Carex garberi"
"Carex geyeri","Volume 23","Carex geyeri"
"Carex glacialis","Volume 23","Carex glacialis"
"Carex gynocrates","Volume 23","Carex gynocrates"
"Carex haydeniana","Volume 23","Carex haydeniana"
"Carex heleonastes","Volume 23","Carex heleonastes"
"Carex hoodii","Volume 23","Carex hoodii"
"Carex hookeriana","Volume 23","Carex hookeriana"
"Carex houghtoniana","Volume 23","Carex houghtoniana"
"Carex illota","Volume 23","Carex illota"
"Carex incurviformis","Volume 23","Carex incurviformis"
"Carex infirminervia","Volume 23","Carex infirminervia"
"Carex inops","Volume 23","Carex inops"
"Carex inops subsp. heliophila","Volume 23","Carex inops subsp. heliophila"
"Carex interior","Volume 23","Carex interior"
"Carex lachenalii","Volume 23","Carex lachenalii"
"Carex lacustris","Volume 23","Carex lacustris"
"Carex lapponica","Volume 23","Carex lapponica"
"Carex lenticularis","Volume 23","Carex lenticularis"
"Carex lenticularis var. dolia","Volume 23","Carex lenticularis var. dolia"
"Carex lenticularis var. lenticularis","Volume 23","Carex lenticularis var. lenticularis"
"Carex lenticularis var. lipocarpa","Volume 23","Carex lenticularis var. lipocarpa"
"Carex leptalea","Volume 23","Carex leptalea"
"Carex limosa","Volume 23","Carex limosa"
"Carex livida","Volume 23","Carex livida"
"Carex loliacea","Volume 23","Carex loliacea"
"Carex macloviana","Volume 23","Carex macloviana"
"Carex magellanica","Volume 23","Carex magellanica"
"Carex magellanica subsp. irrigua","Volume 23","Carex magellanica subsp. irrigua"
"Carex maritima","Volume 23","Carex maritima"
"Carex media","Volume 23","Carex media"
"Carex mertensii","Volume 23","Carex mertensii"
"Carex microglochin","Volume 23","Carex microglochin"
"Carex microglochin subsp. microglochin","Volume 23","Carex microglochin subsp. microglochin"
"Carex micropoda","Volume 23","Carex micropoda"
"Carex microptera","Volume 23","Carex microptera"
"Carex nardina","Volume 23","Carex nardina"
"Carex nebrascensis","Volume 23","Carex nebrascensis"
"Carex nigricans","Volume 23","Carex nigricans"
"Carex obtusata","Volume 23","Carex obtusata"
"Carex pachystachya","Volume 23","Carex pachystachya"
"Carex parryana","Volume 23","Carex parryana"
"Carex pauciflora","Volume 23","Carex pauciflora"
"Carex paysonis","Volume 23","Carex paysonis"
"Carex peckii","Volume 23","Carex peckii"
"Carex pedunculata","Volume 23","Carex pedunculata"
"Carex pellita","Volume 23","Carex pellita"
"Carex petasata","Volume 23","Carex petasata"
"Carex petricosa","Volume 23","Carex petricosa"
"Carex petricosa var. petricosa","Volume 23","Carex petricosa var. petricosa"
"Carex phaeocephala","Volume 23","Carex phaeocephala"
"Carex podocarpa","Volume 23","Carex podocarpa"
"Carex praegracilis","Volume 23","Carex praegracilis"
"Carex prairea","Volume 23","Carex prairea"
"Carex praticola","Volume 23","Carex praticola"
"Carex preslii","Volume 23","Carex preslii"
"Carex raynoldsii","Volume 23","Carex raynoldsii"
"Carex richardsonii","Volume 23","Carex richardsonii"
"Carex rossii","Volume 23","Carex rossii"
"Carex rostrata","Volume 23","Carex rostrata"
"Carex rupestris","Volume 23","Carex rupestris"
"Carex sartwellii","Volume 23","Carex sartwellii"
"Carex saxatilis","Volume 23","Carex saxatilis"
"Carex scirpoidea","Volume 23","Carex scirpoidea"
"Carex scirpoidea subsp. scirpoidea","Volume 23","Carex scirpoidea subsp. scirpoidea"
"Carex scoparia","Volume 23","Carex scoparia"
"Carex scoparia var. scoparia","Volume 23","Carex scoparia var. scoparia"
"Carex scopulorum","Volume 23","Carex scopulorum"
"Carex scopulorum var. bracteosa","Volume 23","Carex scopulorum var. bracteosa"
"Carex siccata","Volume 23","Carex siccata"
"Carex simulata","Volume 23","Carex simulata"
"Carex spectabilis","Volume 23","Carex spectabilis"
"Carex sprengelii","Volume 23","Carex sprengelii"
"Carex stipata","Volume 23","Carex stipata"
"Carex stipata var. stipata","Volume 23","Carex stipata var. stipata"
"Carex sychnocephala","Volume 23","Carex sychnocephala"
"Carex tahoensis","Volume 23","Carex tahoensis"
"Carex tenera","Volume 23","Carex tenera"
"Carex tenera var. tenera","Volume 23","Carex tenera var. tenera"
"Carex tenuiflora","Volume 23","Carex tenuiflora"
"Carex tonsa","Volume 23","Carex tonsa"
"Carex tonsa var. tonsa","Volume 23","Carex tonsa var. tonsa"
"Carex torreyi","Volume 23","Carex torreyi"
"Carex trisperma","Volume 23","Carex trisperma"
"Carex utriculata","Volume 23","Carex utriculata"
"Carex vaginata","Volume 23","Carex vaginata"
"Carex viridula","Volume 23","Carex viridula"
"Carex viridula var. viridula","Volume 23","Carex viridula var. viridula"
"Carex vulpinoidea","Volume 23","Carex vulpinoidea"
"Carex xerantica","Volume 23","Carex xerantica"
"Carthamus tinctorius","Volume 19","Carthamus tinctorius"
"Cassiope mertensiana","Volume 8","Cassiope mertensiana"
"Cassiope mertensiana subsp. mertensiana","Volume 8","Cassiope mertensiana subsp. mertensiana"
"Cassiope tetragona","Volume 8","Cassiope tetragona"
"Cassiope tetragona subsp. saximontana","Volume 8","Cassiope tetragona subsp. saximontana"
"Cassiope tetragona subsp. tetragona","Volume 8","Cassiope tetragona subsp. tetragona"
"Castilleja cusickii","Volume 17","Castilleja cusickii"
"Castilleja hispida","Volume 17","Castilleja hispida"
"Castilleja hispida var. hispida","Volume 17","Castilleja hispida var. hispida"
"Castilleja lutescens","Volume 17","Castilleja lutescens"
"Castilleja miniata","Volume 17","Castilleja miniata"
"Castilleja miniata var. fulva","Volume 17","Castilleja miniata var. fulva"
"Castilleja miniata var. miniata","Volume 17","Castilleja miniata var. miniata"
"Castilleja occidentalis","Volume 17","Castilleja occidentalis"
"Castilleja parviflora","Volume 17","Castilleja parviflora"
"Castilleja parviflora var. parviflora","Volume 17","Castilleja parviflora var. parviflora"
"Castilleja purpurascens","Volume 17","Castilleja purpurascens"
"Castilleja raupii","Volume 17","Castilleja raupii"
"Castilleja rhexiifolia","Volume 17","Castilleja rhexiifolia"
"Castilleja septentrionalis","Volume 17","Castilleja septentrionalis"
"Castilleja sessiliflora","Volume 17","Castilleja sessiliflora"
"Catabrosa","Volume 24","Catabrosa"
"Catabrosa aquatica","Volume 24","Catabrosa aquatica"
"Catoscopium nigritum","Volume 28","Catoscopium nigritum"
"Ceanothus velutinus","Volume 12","Ceanothus velutinus"
"Ceanothus velutinus var. velutinus","Volume 12","Ceanothus velutinus var. velutinus"
"Centaurea cyanus","Volume 19","Centaurea cyanus"
"Centaurea diffusa","Volume 19","Centaurea diffusa"
"Centaurea stoebe","Volume 19","Centaurea stoebe"
"Centaurea stoebe subsp. micranthos","Volume 19","Centaurea stoebe subsp. micranthos"
"Cerastium arvense","Volume 5","Cerastium arvense"
"Cerastium arvense subsp. strictum","Volume 5","Cerastium arvense subsp. strictum"
"Cerastium beeringianum","Volume 5","Cerastium beeringianum"
"Cerastium brachypodum","Volume 5","Cerastium brachypodum"
"Cerastium fontanum","Volume 5","Cerastium fontanum"
"Cerastium fontanum subsp. vulgare","Volume 5","Cerastium fontanum subsp. vulgare"
"Cerastium nutans","Volume 5","Cerastium nutans"
"Cerastium nutans var. nutans","Volume 5","Cerastium nutans var. nutans"
"Ceratodon purpureus subsp. purpureus","Volume 27","Ceratodon purpureus subsp. purpureus"
"Ceratophyllum demersum","Volume 3","Ceratophyllum demersum"
"Chaenactis douglasii","Volume 21","Chaenactis douglasii"
"Chaenactis douglasii var. douglasii","Volume 21","Chaenactis douglasii var. douglasii"
"Chaenorhinum minus","Volume 17","Chaenorhinum minus"
"Chaenorhinum minus subsp. minus","Volume 17","Chaenorhinum minus subsp. minus"
"Chamaedaphne calyculata","Volume 8","Chamaedaphne calyculata"
"Chamaerhodos erecta","Volume 9","Chamaerhodos erecta"
"Cheilanthes feei","Volume 2","Cheilanthes feei"
"Cheilanthes gracillima","Volume 2","Cheilanthes gracillima"
"Chenopodium album","Volume 4","Chenopodium album"
"Chenopodium atrovirens","Volume 4","Chenopodium atrovirens"
"Chenopodium berlandieri","Volume 4","Chenopodium berlandieri"
"Chenopodium berlandieri var. zschackei","Volume 4","Chenopodium berlandieri var. zschackei"
"Chenopodium bonus-henricus","Volume 4","Chenopodium bonus-henricus"
"Chenopodium capitatum","Volume 4","Chenopodium capitatum"
"Chenopodium capitatum var. capitatum","Volume 4","Chenopodium capitatum var. capitatum"
"Chenopodium desiccatum","Volume 4","Chenopodium desiccatum"
"Chenopodium foliosum","Volume 4","Chenopodium foliosum"
"Chenopodium fremontii","Volume 4","Chenopodium fremontii"
"Chenopodium glaucum","Volume 4","Chenopodium glaucum"
"Chenopodium glaucum var. salinum","Volume 4","Chenopodium glaucum var. salinum"
"Chenopodium hians","Volume 4","Chenopodium hians"
"Chenopodium incanum","Volume 4","Chenopodium incanum"
"Chenopodium incanum var. incanum","Volume 4","Chenopodium incanum var. incanum"
"Chenopodium leptophyllum","Volume 4","Chenopodium leptophyllum"
"Chenopodium pratericola","Volume 4","Chenopodium pratericola"
"Chenopodium rubrum","Volume 4","Chenopodium rubrum"
"Chenopodium rubrum var. humile","Volume 4","Chenopodium rubrum var. humile"
"Chenopodium rubrum var. rubrum","Volume 4","Chenopodium rubrum var. rubrum"
"Chenopodium simplex","Volume 4","Chenopodium simplex"
"Chenopodium subglabrum","Volume 4","Chenopodium subglabrum"
"Chenopodium watsonii","Volume 4","Chenopodium watsonii"
"Chimaphila umbellata","Volume 8","Chimaphila umbellata"
"Chimaphila umbellata subsp. umbellata","Volume 8","Chimaphila umbellata subsp. umbellata"
"Chorispora tenella","Volume 7","Chorispora tenella"
"Chrysosplenium iowense","Volume 8","Chrysosplenium iowense"
"Chrysosplenium tetrandrum","Volume 8","Chrysosplenium tetrandrum"
"Cichorium intybus","Volume 19","Cichorium intybus"
"Cinclidium stygium","Volume 28","Cinclidium stygium"
"Cinclidium subrotundum","Volume 28","Cinclidium subrotundum"
"Cinna","Volume 24","Cinna"
"Cinna latifolia","Volume 24","Cinna latifolia"
"Cirsium arvense","Volume 19","Cirsium arvense"
"Cirsium drummondii","Volume 19","Cirsium drummondii"
"Cirsium flodmanii","Volume 19","Cirsium flodmanii"
"Cirsium foliosum","Volume 19","Cirsium foliosum"
"Cirsium hookerianum","Volume 19","Cirsium hookerianum"
"Cirsium scariosum","Volume 19","Cirsium scariosum"
"Cirsium scariosum var. scariosum","Volume 19","Cirsium scariosum var. scariosum"
"Cirsium undulatum","Volume 19","Cirsium undulatum"
"Cirsium vulgare","Volume 19","Cirsium vulgare"
"Claopodium bolanderi","Volume 28","Claopodium bolanderi"
"Claopodium crispifolium","Volume 28","Claopodium crispifolium"
"Claopodium whippleanum","Volume 28","Claopodium whippleanum"
"Claytonia lanceolata","Volume 4","Claytonia lanceolata"
"Claytonia megarhiza","Volume 4","Claytonia megarhiza"
"Clematis ligusticifolia","Volume 3","Clematis ligusticifolia"
"Clematis occidentalis","Volume 3","Clematis occidentalis"
"Clematis occidentalis var. grosseserrata","Volume 3","Clematis occidentalis var. grosseserrata"
"Clematis tangutica","Volume 3","Clematis tangutica"
"Clematis tangutica var. tangutica","Volume 3","Clematis tangutica var. tangutica"
"Climacium dendroides","Volume 28","Climacium dendroides"
"Clintonia uniflora","Volume 26","Clintonia uniflora"
"Codriophorus fascicularis","Volume 27","Codriophorus fascicularis"
"Coeloglossum viride","Volume 26","Coeloglossum viride"
"Collinsia parviflora","Volume 17","Collinsia parviflora"
"Comandra umbellata","Volume 12","Comandra umbellata"
"Comandra umbellata subsp. pallida","Volume 12","Comandra umbellata subsp. pallida"
"Comandra umbellata subsp. umbellata","Volume 12","Comandra umbellata subsp. umbellata"
"Comarum palustre","Volume 9","Comarum palustre"
"Conardia compacta","Volume 28","Conardia compacta"
"Conimitella williamsii","Volume 8","Conimitella williamsii"
"Conostomum tetragonum","Volume 28","Conostomum tetragonum"
"Conringia orientalis","Volume 7","Conringia orientalis"
"Conyza canadensis","Volume 20","Conyza canadensis"
"Coptis trifolia","Volume 3","Coptis trifolia"
"Corallorhiza maculata var. maculata","Volume 26","Corallorhiza maculata var. maculata"
"Corallorhiza maculata var. occidentalis","Volume 26","Corallorhiza maculata var. occidentalis"
"Corallorhiza mertensiana","Volume 26","Corallorhiza mertensiana"
"Corallorhiza striata var. striata","Volume 26","Corallorhiza striata var. striata"
"Corallorhiza trifida","Volume 26","Corallorhiza trifida"
"Coreopsis tinctoria","Volume 21","Coreopsis tinctoria"
"Corispermum americanum","Volume 4","Corispermum americanum"
"Corispermum americanum var. americanum","Volume 4","Corispermum americanum var. americanum"
"Corispermum hookeri","Volume 4","Corispermum hookeri"
"Corispermum hookeri var. hookeri","Volume 4","Corispermum hookeri var. hookeri"
"Corispermum pallasii","Volume 4","Corispermum pallasii"
"Corispermum villosum","Volume 4","Corispermum villosum"
"Cornus canadensis","Volume 12","Cornus canadensis"
"Cornus sericea","Volume 12","Cornus sericea"
"Cornus unalaschkensis","Volume 12","Cornus unalaschkensis"
"Corydalis aurea","Volume 3","Corydalis aurea"
"Corydalis aurea subsp. aurea","Volume 3","Corydalis aurea subsp. aurea"
"Corydalis sempervirens","Volume 3","Corydalis sempervirens"
"Corylus cornuta subsp. cornuta","Volume 3","Corylus cornuta subsp. cornuta"
"Coryphantha vivipara","Volume 4","Coryphantha vivipara"
"Coscinodon calyptratus","Volume 27","Coscinodon calyptratus"
"Coscinodon cribrosus","Volume 27","Coscinodon cribrosus"
"Cota tinctoria","Volume 19","Cota tinctoria"
"Cotoneaster lucidus","Volume 9","Cotoneaster lucidus"
"Crataegus aquacervensis","Volume 9","Crataegus aquacervensis"
"Crataegus castlegarensis","Volume 9","Crataegus castlegarensis"
"Crataegus chrysocarpa","Volume 9","Crataegus chrysocarpa"
"Crataegus chrysocarpa var. chrysocarpa","Volume 9","Crataegus chrysocarpa var. chrysocarpa"
"Crataegus chrysocarpa var. subrotundifolia","Volume 9","Crataegus chrysocarpa var. subrotundifolia"
"Crataegus cupressocollina","Volume 9","Crataegus cupressocollina"
"Crataegus douglasii","Volume 9","Crataegus douglasii"
"Crataegus macracantha","Volume 9","Crataegus macracantha"
"Crataegus rivuloadamensis","Volume 9","Crataegus rivuloadamensis"
"Crataegus rivulopugnensis","Volume 9","Crataegus rivulopugnensis"
"Crataegus rubribracteolata","Volume 9","Crataegus rubribracteolata"
"Crataegus sheridana","Volume 9","Crataegus sheridana"
"Crataegus ursopedensis","Volume 9","Crataegus ursopedensis"
"Cratoneuron filicinum","Volume 28","Cratoneuron filicinum"
"Crepis atribarba","Volume 19","Crepis atribarba"
"Crepis capillaris","Volume 19","Crepis capillaris"
"Crepis elegans","Volume 19","Crepis elegans"
"Crepis intermedia","Volume 19","Crepis intermedia"
"Crepis nana","Volume 19","Crepis nana"
"Crepis occidentalis","Volume 19","Crepis occidentalis"
"Crepis occidentalis subsp. occidentalis","Volume 19","Crepis occidentalis subsp. occidentalis"
"Crepis runcinata","Volume 19","Crepis runcinata"
"Crepis runcinata subsp. glauca","Volume 19","Crepis runcinata subsp. glauca"
"Crepis runcinata subsp. hispidulosa","Volume 19","Crepis runcinata subsp. hispidulosa"
"Crepis runcinata subsp. runcinata","Volume 19","Crepis runcinata subsp. runcinata"
"Crepis tectorum","Volume 19","Crepis tectorum"
"Cryptogramma acrostichoides","Volume 2","Cryptogramma acrostichoides"
"Cryptogramma stelleri","Volume 2","Cryptogramma stelleri"
"Cyclachaena xanthiifolia","Volume 21","Cyclachaena xanthiifolia"
"Cynodontium alpestre","Volume 27","Cynodontium alpestre"
"Cynodontium glaucescens","Volume 27","Cynodontium glaucescens"
"Cynodontium schisti","Volume 27","Cynodontium schisti"
"Cynodontium strumiferum","Volume 27","Cynodontium strumiferum"
"Cynodontium strumulosum","Volume 27","Cynodontium strumulosum"
"Cynodontium tenellum","Volume 27","Cynodontium tenellum"
"Cyperus schweinitzii","Volume 23","Cyperus schweinitzii"
"Cyperus squarrosus","Volume 23","Cyperus squarrosus"
"Cypripedium acaule","Volume 26","Cypripedium acaule"
"Cypripedium montanum","Volume 26","Cypripedium montanum"
"Cypripedium parviflorum var. makasin","Volume 26","Cypripedium parviflorum var. makasin"
"Cypripedium parviflorum var. pubescens","Volume 26","Cypripedium parviflorum var. pubescens"
"Cypripedium passerinum","Volume 26","Cypripedium passerinum"
"Cyrtomnium hymenophylloides","Volume 28","Cyrtomnium hymenophylloides"
"Cystopteris fragilis","Volume 2","Cystopteris fragilis"
"Cystopteris montana","Volume 2","Cystopteris montana"
"Dactylis","Volume 24","Dactylis"
"Dactylis glomerata","Volume 24","Dactylis glomerata"
"Danthonia","Volume 25","Danthonia"
"Danthonia californica","Volume 25","Danthonia californica"
"Danthonia intermedia","Volume 25","Danthonia intermedia"
"Danthonia parryi","Volume 25","Danthonia parryi"
"Danthonia spicata","Volume 25","Danthonia spicata"
"Danthonia unispicata","Volume 25","Danthonia unispicata"
"Dasiphora fruticosa","Volume 9","Dasiphora fruticosa"
"Delphinium bicolor","Volume 3","Delphinium bicolor"
"Delphinium bicolor subsp. bicolor","Volume 3","Delphinium bicolor subsp. bicolor"
"Delphinium glaucum","Volume 3","Delphinium glaucum"
"Deschampsia","Volume 24","Deschampsia"
"Deschampsia cespitosa","Volume 24","Deschampsia cespitosa"
"Deschampsia cespitosa subsp. beringensis","Volume 24","Deschampsia cespitosa subsp. beringensis"
"Deschampsia cespitosa subsp. cespitosa","Volume 24","Deschampsia cespitosa subsp. cespitosa"
"Deschampsia cespitosa subsp. holciformis","Volume 24","Deschampsia cespitosa subsp. holciformis"
"Deschampsia elongata","Volume 24","Deschampsia elongata"
"Deschampsia mackenzieana","Volume 24","Deschampsia mackenzieana"
"Deschampsia sukatschewii","Volume 24","Deschampsia sukatschewii"
"Descurainia incana","Volume 7","Descurainia incana"
"Descurainia incisa","Volume 7","Descurainia incisa"
"Descurainia incisa subsp. incisa","Volume 7","Descurainia incisa subsp. incisa"
"Descurainia pinnata","Volume 7","Descurainia pinnata"
"Descurainia pinnata subsp. brachycarpa","Volume 7","Descurainia pinnata subsp. brachycarpa"
"Descurainia sophia","Volume 7","Descurainia sophia"
"Dianthus armeria subsp. armeria","Volume 5","Dianthus armeria subsp. armeria"
"Dianthus barbatus subsp. barbatus","Volume 5","Dianthus barbatus subsp. barbatus"
"Dianthus deltoides subsp. deltoides","Volume 5","Dianthus deltoides subsp. deltoides"
"Dichanthelium","Volume 25","Dichanthelium"
"Dichanthelium acuminatum","Volume 25","Dichanthelium acuminatum"
"Dichanthelium acuminatum subsp. acuminatum","Volume 25","Dichanthelium acuminatum subsp. acuminatum"
"Dichanthelium acuminatum subsp. columbianum","Volume 25","Dichanthelium acuminatum subsp. columbianum"
"Dichanthelium acuminatum subsp. fasciculatum","Volume 25","Dichanthelium acuminatum subsp. fasciculatum"
"Dichanthelium acuminatum subsp. implicatum","Volume 25","Dichanthelium acuminatum subsp. implicatum"
"Dichanthelium acuminatum subsp. leucothrix","Volume 25","Dichanthelium acuminatum subsp. leucothrix"
"Dichanthelium acuminatum subsp. lindheimeri","Volume 25","Dichanthelium acuminatum subsp. lindheimeri"
"Dichanthelium acuminatum subsp. longiligulatum","Volume 25","Dichanthelium acuminatum subsp. longiligulatum"
"Dichanthelium acuminatum subsp. sericeum","Volume 25","Dichanthelium acuminatum subsp. sericeum"
"Dichanthelium acuminatum subsp. spretum","Volume 25","Dichanthelium acuminatum subsp. spretum"
"Dichanthelium acuminatum subsp. thermale","Volume 25","Dichanthelium acuminatum subsp. thermale"
"Dichanthelium chamaelonche","Volume 25","Dichanthelium chamaelonche"
"Dichanthelium chamaelonche subsp. breve","Volume 25","Dichanthelium chamaelonche subsp. breve"
"Dichanthelium chamaelonche subsp. chamaelonche","Volume 25","Dichanthelium chamaelonche subsp. chamaelonche"
"Dichanthelium ensifolium","Volume 25","Dichanthelium ensifolium"
"Dichanthelium ensifolium subsp. curtifolium","Volume 25","Dichanthelium ensifolium subsp. curtifolium"
"Dichanthelium ensifolium subsp. ensifolium","Volume 25","Dichanthelium ensifolium subsp. ensifolium"
"Dichanthelium leibergii","Volume 25","Dichanthelium leibergii"
"Dichanthelium nudicaule","Volume 25","Dichanthelium nudicaule"
"Dichanthelium oligosanthes","Volume 25","Dichanthelium oligosanthes"
"Dichanthelium oligosanthes subsp. oligosanthes","Volume 25","Dichanthelium oligosanthes subsp. oligosanthes"
"Dichanthelium oligosanthes subsp. scribnerianum","Volume 25","Dichanthelium oligosanthes subsp. scribnerianum"
"Dichanthelium perlongum","Volume 25","Dichanthelium perlongum"
"Dichanthelium polyanthes","Volume 25","Dichanthelium polyanthes"
"Dichanthelium portoricense","Volume 25","Dichanthelium portoricense"
"Dichanthelium portoricense subsp. patulum","Volume 25","Dichanthelium portoricense subsp. patulum"
"Dichanthelium portoricense subsp. portoricense","Volume 25","Dichanthelium portoricense subsp. portoricense"
"Dichanthelium sect. Angustifolia","Volume 25","Dichanthelium sect. Angustifolia"
"Dichanthelium sect. Clandestina","Volume 25","Dichanthelium sect. Clandestina"
"Dichanthelium sect. Dichanthelium","Volume 25","Dichanthelium sect. Dichanthelium"
"Dichanthelium sect. Ensifolia","Volume 25","Dichanthelium sect. Ensifolia"
"Dichanthelium sect. Lancearia","Volume 25","Dichanthelium sect. Lancearia"
"Dichanthelium sect. Lanuginosa","Volume 25","Dichanthelium sect. Lanuginosa"
"Dichanthelium sect. Linearifolia","Volume 25","Dichanthelium sect. Linearifolia"
"Dichanthelium sect. Macrocarpa","Volume 25","Dichanthelium sect. Macrocarpa"
"Dichanthelium sect. Nudicaulia","Volume 25","Dichanthelium sect. Nudicaulia"
"Dichanthelium sect. Oligosantha","Volume 25","Dichanthelium sect. Oligosantha"
"Dichanthelium sect. Pedicellata","Volume 25","Dichanthelium sect. Pedicellata"
"Dichanthelium sect. Sphaerocarpa","Volume 25","Dichanthelium sect. Sphaerocarpa"
"Dichanthelium sect. Strigosa","Volume 25","Dichanthelium sect. Strigosa"
"Dichanthelium tenue","Volume 25","Dichanthelium tenue"
"Dichanthelium wilcoxianum","Volume 25","Dichanthelium wilcoxianum"
"Dichanthelium ×anthophysum","Volume 25","Dichanthelium ×anthophysum"
"Dichelyma falcatum","Volume 28","Dichelyma falcatum"
"Dichodontium olympicum","Volume 27","Dichodontium olympicum"
"Dichodontium pellucidum","Volume 27","Dichodontium pellucidum"
"Dicranella cerviculata","Volume 27","Dicranella cerviculata"
"Dicranella crispa","Volume 27","Dicranella crispa"
"Dicranella heteromalla","Volume 27","Dicranella heteromalla"
"Dicranella palustris","Volume 27","Dicranella palustris"
"Dicranella schreberiana","Volume 27","Dicranella schreberiana"
"Dicranella subulata","Volume 27","Dicranella subulata"
"Dicranella varia","Volume 27","Dicranella varia"
"Dicranoweisia crispula","Volume 27","Dicranoweisia crispula"
"Dicranum acutifolium","Volume 27","Dicranum acutifolium"
"Dicranum bonjeanii","Volume 27","Dicranum bonjeanii"
"Dicranum brevifolium","Volume 27","Dicranum brevifolium"
"Dicranum elongatum","Volume 27","Dicranum elongatum"
"Dicranum flagellare","Volume 27","Dicranum flagellare"
"Dicranum fragilifolium","Volume 27","Dicranum fragilifolium"
"Dicranum fuscescens var. fuscescens","Volume 27","Dicranum fuscescens var. fuscescens"
"Dicranum groenlandicum","Volume 27","Dicranum groenlandicum"
"Dicranum majus var. majus","Volume 27","Dicranum majus var. majus"
"Dicranum muehlenbeckii","Volume 27","Dicranum muehlenbeckii"
"Dicranum ontariense","Volume 27","Dicranum ontariense"
"Dicranum pallidisetum","Volume 27","Dicranum pallidisetum"
"Dicranum polysetum","Volume 27","Dicranum polysetum"
"Dicranum scoparium","Volume 27","Dicranum scoparium"
"Dicranum spadiceum","Volume 27","Dicranum spadiceum"
"Dicranum tauricum","Volume 27","Dicranum tauricum"
"Dicranum undulatum","Volume 27","Dicranum undulatum"
"Didymodon asperifolius","Volume 27","Didymodon asperifolius"
"Didymodon fallax","Volume 27","Didymodon fallax"
"Didymodon ferrugineus","Volume 27","Didymodon ferrugineus"
"Didymodon johansenii","Volume 27","Didymodon johansenii"
"Didymodon rigidulus var. gracilis","Volume 27","Didymodon rigidulus var. gracilis"
"Didymodon rigidulus var. icmadophilus","Volume 27","Didymodon rigidulus var. icmadophilus"
"Didymodon rigidulus var. rigidulus","Volume 27","Didymodon rigidulus var. rigidulus"
"Didymodon subandreaeoides","Volume 27","Didymodon subandreaeoides"
"Didymodon tophaceus","Volume 27","Didymodon tophaceus"
"Didymodon vinealis var. vinealis","Volume 27","Didymodon vinealis var. vinealis"
"Dieteria canescens","Volume 20","Dieteria canescens"
"Dieteria canescens var. canescens","Volume 20","Dieteria canescens var. canescens"
"Digitaria","Volume 25","Digitaria"
"Digitaria bakeri","Volume 25","Digitaria bakeri"
"Digitaria didactyla","Volume 25","Digitaria didactyla"
"Digitaria ischaemum","Volume 25","Digitaria ischaemum"
"Digitaria leucocoma","Volume 25","Digitaria leucocoma"
"Digitaria sanguinalis","Volume 25","Digitaria sanguinalis"
"Digitaria tomentosa","Volume 25","Digitaria tomentosa"
"Diphasiastrum alpinum","Volume 2","Diphasiastrum alpinum"
"Diphasiastrum complanatum","Volume 2","Diphasiastrum complanatum"
"Diphasiastrum sitchense","Volume 2","Diphasiastrum sitchense"
"Diplotaxis muralis","Volume 7","Diplotaxis muralis"
"Discelium nudum","Volume 27","Discelium nudum"
"Distichium capillaceum","Volume 27","Distichium capillaceum"
