"x"
"Abies balsamea"
"Holcus lanatus"
"Hordeum"
"Hordeum brachyantherum"
"Hordeum brachyantherum subsp. brachyantherum"
"Hordeum brachyantherum subsp. californicum"
"Hordeum jubatum"
"Hordeum jubatum subsp. intermedium"
"Hordeum jubatum subsp. jubatum"
"Hordeum secalinum"
"Hordeum vulgare"
"Hornungia procumbens"
"Hudsonia tomentosa"
"Humulus lupulus"
"Humulus lupulus var. lupuloides"
"Humulus lupulus var. neomexicanus"
"Huperzia selago"
"Hygroamblystegium varium var. humile"
"Hygroamblystegium varium var. varium"
"Hygrohypnum luridum"
"Hylocomium splendens"
"Hymenopappus filifolius"
"Hymenopappus filifolius var. polycephalus"
"Hymenoxys richardsonii"
"Hymenoxys richardsonii var. richardsonii"
"Hypericum majus"
"Hypericum mutilum"
"Hypericum mutilum subsp. mutilum"
"Hypnum cupressiforme var. cupressiforme"
"Hypnum lindbergii"
"Hypnum pallescens"
"Hypnum pratense"
"Hypnum recurvatum"
"Hypnum revolutum var. revolutum"
"Hypnum vaucheri"
"Hypoxis hirsuta"
"Isopterygiopsis pulchella"
"Isoëtes echinospora"
"Isoëtes lacustris"
"Iva axillaris"
"Juncus alpinoarticulatus"
"Juncus anthelatus"
"Juncus arcticus"
"Juncus arcticus var. balticus"
"Juncus brevicaudatus"
"Juncus bufonius"
"Juncus castaneus"
"Juncus confusus"
"Juncus dudleyi"
"Juncus ensifolius"
"Juncus ensifolius var. ensifolius"
"Juncus filiformis"
"Juncus interior"
"Juncus longistylis"
"Juncus mertensianus"
"Juncus nevadensis"
"Juncus nodosus"
"Juncus stygius"
"Juncus stygius var. americanus"
"Juncus tenuis"
"Juncus torreyi"
"Juncus triglumis"
"Juncus triglumis var. albescens"
"Juncus vaseyi"
"Juniperus communis"
"Juniperus communis var. depressa"
"Juniperus horizontalis"
"Kalmia microphylla"
"Kalmia microphylla var. microphylla"
"Kalmia polifolia"
"Kalmia procumbens"
"Kochia scoparia"
"Kochia scoparia subsp. scoparia"
"Koeleria"
"Koeleria macrantha"
"Koeleria pyramidata"
"Krascheninnikovia lanata"
"Lactuca biennis"
"Lactuca ludoviciana"
"Lactuca serriola"
"Laportea canadensis"
"Lapsana communis"
"Larix laricina"
"Lavatera thuringiaca"
"Lechea intermedia"
"Lechea intermedia var. depauperata"
"Leersia"
"Leersia oryzoides"
"Lemna minor"
"Lemna trisulca"
"Lemna turionifera"
"Lepidium appelianum"
"Lepidium campestre"
"Lepidium chalepense"
"Lepidium densiflorum"
"Lepidium draba"
"Lepidium perfoliatum"
"Lepidium ramosissimum"
"Lepidium ruderale"
"Lepidium sativum"
"Leptobryum pyriforme"
"Leptodictyum riparium"
"Leskea polycarpa"
"Leucanthemum vulgare"
"Leymus"
"Leymus angustus"
"Leymus californicus"
"Leymus cinereus"
"Leymus innovatus"
"Leymus innovatus subsp. innovatus"
"Leymus innovatus subsp. velutinus"
"Leymus mollis"
"Leymus mollis subsp. mollis"
"Leymus mollis subsp. villosissimus"
"Leymus salina"
"Leymus salina subsp. mojavensis"
"Leymus salina subsp. salina"
"Leymus salina subsp. salmonis"
"Liatris ligulistylis"
"Liatris punctata"
"Liatris punctata var. punctata"
"Lilaea scilloides"
"Lilium philadelphicum"
"Limosella aquatica"
"Linaria dalmatica"
"Linaria dalmatica subsp. dalmatica"
"Linaria maroccana"
"Linaria vulgaris"
"Linum compactum"
"Linum lewisii"
"Linum lewisii var. lewisii"
"Linum rigidum"
"Linum rigidum var. rigidum"
"Linum usitatissimum"
"Liparis loeselii"
"Listera borealis"
"Listera cordata var. cordata"
"Lithophragma glabrum"
"Logfia arvensis"
"Lolium"
"Lolium multiflorum"
"Lolium perenne"
"Lolium persicum"
"Lolium temulentum"
"Lolium temulentum subsp. remotum"
"Lolium temulentum subsp. temulentum"
"Luzula confusa"
"Luzula multiflora"
"Luzula multiflora subsp. multiflora"
"Luzula parviflora"
"Lycopodiella inundata"
"Lycopodium annotinum"
"Lycopodium clavatum"
"Lycopodium dendroideum"
"Lycopodium hickeyi"
"Lycopodium lagopus"
"Lygodesmia juncea"
"Lysimachia ciliata"
"Lysimachia hybrida"
"Lysimachia maritima"
"Lysimachia thyrsiflora"
"Madia glomerata"
"Maianthemum canadense"
"Maianthemum racemosum subsp. amplexicaule"
"Maianthemum stellatum"
"Maianthemum trifolium"
"Malaxis monophyllos var. brachypoda"
"Malaxis paludosa"
"Malva alcea"
"Malva neglecta"
"Malva parviflora"
"Malva pusilla"
"Malva sylvestris"
"Malva verticillata"
"Marsilea vestita"
"Matricaria chamomilla"
"Matricaria discoidea"
"Matteuccia struthiopteris"
"Matteuccia struthiopteris var. pensylvanica"
"Matthiola longipetala"
"Meesia uliginosa"
"Melampyrum lineare"
"Melica"
"Melica bulbosa"
"Melica californica"
"Mentzelia albicaulis"
"Mentzelia decapetala"
"Micranthes occidentalis"
"Micranthes pensylvanica"
"Milium"
"Milium effusum"
"Mimulus ringens"
"Mimulus ringens var. ringens"
"Minuartia dawsonensis"
"Minuartia rubella"
"Mirabilis albida"
"Mirabilis linearis"
"Mirabilis linearis var. linearis"
"Mirabilis nyctaginea"
"Mitella nuda"
"Mnium marginatum"
"Mnium spinulosum"
"Moehringia lateriflora"
"Moehringia macrophylla"
"Moneses uniflora"
"Monolepis nuttalliana"
"Monotropa hypopitys"
"Monotropa uniflora"
"Montia linearis"
"Muhlenbergia"
"Muhlenbergia andina"
"Muhlenbergia asperifolia"
"Muhlenbergia cuspidata"
"Muhlenbergia diversiglumis"
"Muhlenbergia glabrifloris"
"Muhlenbergia glomerata"
"Muhlenbergia mexicana"
"Muhlenbergia racemosa"
"Muhlenbergia richardsonis"
"Muhlenbergia sericea"
"Mulgedium pulchellum"
"Munroa"
"Munroa squarrosa"
"Myosurus apetalus"
"Myosurus apetalus var. borealis"
"Myosurus apetalus var. montanus"
"Myosurus minimus"
"Myrica gale"
"Myurella julacea"
"Najas flexilis"
"Nassella"
"Nassella viridula"
"Niphotrichum canescens subsp. canescens"
"Nothocalaïs cuspidata"
"Nuphar variegata"
"Nuttallanthus texanus"
"Nymphaea leibergii"
"Nymphaea odorata"
"Nymphaea odorata subsp. odorata"
"Nymphaea tetragona"
"Odontites vulgaris"
"Oncophorus virens"
"Oncophorus wahlenbergii"
"Opuntia fragilis"
"Opuntia polyacantha"
"Opuntia polyacantha var. polyacantha"
"Orobanche fasciculata"
"Orobanche ludoviciana"
"Orobanche uniflora"
"Orobanche uniflora subsp. occidentalis"
"Orthilia secunda"
"Orthocarpus luteus"
"Orthotrichum anomalum"
"Orthotrichum elegans"
"Orthotrichum laevigatum"
"Orthotrichum obtusifolium"
"Orthotrichum pumilum"
"Orthotrichum speciosum"
"Oryzopsis"
"Oryzopsis asperifolia"
"Oxalis corniculata"
"Oxalis dillenii"
"Oxalis stricta"
"Packera cana"
"Packera indecora"
"Packera paupercula"
"Packera plattensis"
"Packera pseudaurea"
"Packera pseudaurea var. pseudaurea"
"Packera streptanthifolia"
"Paludella squarrosa"
"Panicum"
"Panicum capillare"
"Panicum capillare subsp. capillare"
"Panicum capillare subsp. hillmanii"
"Panicum gymnocarpon"
"Panicum miliaceum"
"Panicum miliaceum subsp. miliaceum"
"Panicum miliaceum subsp. ruderale"
"Panicum plenum"
"Panicum sect. Agrostoidea"
"Panicum sect. Antidotalia"
"Panicum sect. Bulbosa"
"Panicum sect. Dichotomiflora"
"Panicum sect. Hemitonia"
"Panicum sect. Monticola"
"Panicum sect. Obtusa"
"Panicum sect. Panicum"
"Panicum sect. Phanopyrum"
"Panicum sect. Repentia"
"Panicum sect. Tenera"
"Panicum sect. Urvilleana"
"Panicum sect. Verrucosa"
"Panicum subg. Agrostoidea"
"Panicum subg. Panicum"
"Panicum subg. Phanopyrum"
"Panicum virgatum"
"Papaver rhoeas"
"Papaver somniferum"
"Parietaria pensylvanica"
"Parnassia glauca"
"Parnassia kotzebuei"
"Parnassia palustris"
"Parnassia parviflora"
"Paronychia sessiliflora"
"Parthenocissus quinquefolia"
"Parthenocissus vitacea"
"Pascopyrum"
"Pascopyrum smithii"
"Pedicularis groenlandica"
"Pedicularis labradorica"
"Pedicularis parviflora"
"Pellaea gastonyi"
"Pellaea glabella"
"Pellaea glabella subsp. occidentalis"
"Penstemon albidus"
"Penstemon confertus"
"Penstemon gracilis"
"Penstemon nitidus"
"Penstemon nitidus var. nitidus"
"Penstemon procerus"
"Penstemon procerus var. procerus"
"Peritoma serrulata"
"Persicaria amphibia"
"Persicaria lapathifolia"
"Persicaria maculosa"
"Persicaria punctata"
"Petasites frigidus"
"Petasites frigidus var. frigidus"
"Petasites frigidus var. palmatus"
"Petasites frigidus var. sagittatus"
"Petasites frigidus var. ×vitifolius"
"Phalaris"
"Phalaris arundinacea"
"Phalaris canariensis"
"Phedimus aizoon"
"Phegopteris connectilis"
"Philonotis fontana var. fontana"
"Phleum"
"Phleum alpinum"
"Phleum phleoides"
"Phleum pratense"
"Phragmites"
"Phragmites australis"
"Physaria arenosa"
"Physaria arenosa subsp. arenosa"
"Physaria spatulata"
"Physcomitrium pyriforme"
"Picea glauca"
"Picea mariana"
"Pinus banksiana"
"Pinus contorta"
"Pinus contorta var. latifolia"
"Plagiomnium ciliare"
"Plagiomnium cuspidatum"
"Plagiomnium drummondii"
"Plagiomnium ellipticum"
"Plagiomnium medium"
"Plagiothecium denticulatum"
"Plantago elongata"
"Plantago eriopoda"
"Plantago major"
"Plantago maritima"
"Plantago patagonica"
"Platanthera aquilonis"
"Platanthera obtusata"
"Platanthera orbiculata"
"Platydictya jungermannioides"
"Platygyrium repens"
"Pleurozium schreberi"
"Poa"
"Poa alpina"
"Poa alpina subsp. alpina"
"Poa alpina subsp. vivipara"
"Poa annua"
"Poa arctica"
"Poa arctica subsp. aperta"
"Poa arctica subsp. arctica"
"Poa arctica subsp. caespitans"
"Poa arctica subsp. grayana"
"Poa arctica subsp. lanata"
"Poa arida"
"Poa compressa"
"Poa cusickii"
"Poa cusickii subsp. cusickii"
"Poa cusickii subsp. epilis"
"Poa cusickii subsp. pallida"
"Poa cusickii subsp. purpurascens"
"Poa diaboli"
"Poa glauca"
"Poa glauca subsp. glauca"
"Poa glauca subsp. rupicola"
"Poa glauca var. pekulnejensis"
"Poa interior"
"Poa laxa"
"Poa laxa subsp. banffiana"
"Poa laxa subsp. fernaldiana"
"Poa nemoralis"
"Poa palustris"
"Poa pratensis"
"Poa pratensis subsp. agassizensis"
"Poa pratensis subsp. alpigena"
"Poa pratensis subsp. angustifolia"
"Poa pratensis subsp. colpodea"
"Poa pratensis subsp. irrigata"
"Poa pratensis subsp. pratensis"
"Poa sect. Abbreviatae"
"Poa sect. Alpinae"
"Poa sect. Arctopoa"
"Poa sect. Arenariae"
"Poa sect. Dioicopoa"
"Poa sect. Homalopoa"
"Poa sect. Madropoa"
"Poa sect. Micrantherae"
"Poa sect. Oreinos"
"Poa sect. Pandemos"
"Poa sect. Poa"
"Poa sect. Secundae"
"Poa sect. Stenopoa"
"Poa sect. Sylvestres"
"Poa sect. Tichopoa"
"Poa secunda"
"Poa secunda subsp. juncifolia"
"Poa secunda subsp. secunda"
"Poa subg. Arctopoa"
"Poa subg. Poa"
"Poa sublanata"
"Poa subsect. Epiles"
"Poa subsect. Halophytae"
"Poa subsect. Madropoa"
"Poa subsect. Poa"
"Poa subsect. Secundae"
"Poa supina"
"Poa trivialis"
"Poa wheeleri"
"Poa ×gaspensis"
"Poa ×limosa"
"Poa ×nematophylla"
"Pogonatum urnigerum"
"Pohlia cruda"
"Pohlia filum"
"Pohlia nutans"
"Polanisia dodecandra"
"Polanisia dodecandra subsp. trachysperma"
"Polygonatum biflorum"
"Polygonum achoreum"
"Polygonum aviculare"
"Polygonum aviculare subsp. aviculare"
"Polygonum aviculare subsp. buxiforme"
"Polygonum aviculare subsp. depressum"
"Polygonum aviculare subsp. neglectum"
"Polygonum aviculare subsp. rurivagum"
"Polygonum douglasii"
"Polygonum erectum"
"Polygonum polygaloides"
"Polygonum polygaloides subsp. confertiflorum"
"Polygonum ramosissimum"
"Polygonum ramosissimum subsp. prolificum"
"Polygonum ramosissimum subsp. ramosissimum"
"Polygonum sawatchense"
"Polygonum sawatchense subsp. sawatchense"
"Polypodium sibiricum"
"Polypodium virginianum"
"Polypogon"
"Polypogon monspeliensis"
"Polytrichastrum longisetum"
"Polytrichum commune var. commune"
"Polytrichum strictum"
"Populus angustifolia"
"Populus balsamifera"
"Populus deltoides"
"Populus deltoides subsp. monilifera"
"Populus tremuloides"
"Portulaca oleracea"
"Potamogeton alpinus"
"Potamogeton amplifolius"
"Potamogeton crispus"
"Potamogeton epihydrus"
"Potamogeton foliosus"
"Potamogeton foliosus subsp. foliosus"
"Potamogeton friesii"
"Potamogeton gramineus"
"Potamogeton natans"
"Potamogeton nodosus"
"Potamogeton obtusifolius"
"Potamogeton praelongus"
"Potamogeton pusillus"
"Potamogeton pusillus subsp. pusillus"
"Potamogeton pusillus subsp. tenuissimus"
"Potamogeton richardsonii"
"Potamogeton robbinsii"
"Potamogeton strictifolius"
"Potamogeton zosteriformis"
"Potentilla anserina"
"Potentilla anserina subsp. anserina"
"Potentilla anserina subsp. yukonensis"
"Potentilla arenosa"
"Potentilla arenosa subsp. arenosa"
"Potentilla argentea"
"Potentilla biennis"
"Potentilla bimundorum"
"Potentilla bipinnatifida"
"Potentilla concinna"
"Potentilla concinna var. concinna"
"Potentilla concinna var. divisa"
"Potentilla effusa"
"Potentilla effusa var. effusa"
"Potentilla glaucophylla"
"Potentilla glaucophylla var. glaucophylla"
"Potentilla gracilis"
"Potentilla gracilis var. fastigiata"
"Potentilla gracilis var. flabelliformis"
"Potentilla hippiana"
"Potentilla lasiodonta"
"Potentilla litoralis"
"Potentilla norvegica"
"Potentilla pensylvanica"
"Potentilla plattensis"
"Potentilla pulcherrima"
"Potentilla recta"
"Potentilla rivalis"
"Potentilla rubricaulis"
"Potentilla supina"
"Potentilla supina subsp. paradoxa"
"Prenanthes alba"
"Prenanthes racemosa"
"Primula incana"
"Primula mistassinica"
"Prosartes trachycarpa"
"Prunus americana"
"Prunus pensylvanica"
"Prunus pumila"
"Prunus pumila var. besseyi"
"Prunus tomentosa"
"Prunus virginiana"
"Prunus virginiana var. virginiana"
"Psathyrostachys"
"Psathyrostachys juncea"
"Pseudobryum cinclidioides"
"Pseudocalliergon turgescens"
"Pseudocampylium radicale"
"Pseudognaphalium macounii"
"Pseudoleskeella tectorum"
"Pseudoroegneria"
"Pseudoroegneria spicata"
"Psilocarphus brevissimus"
"Psilocarphus brevissimus var. brevissimus"
"Pterospora andromedea"
"Pterygoneurum kozlovii"
"Pterygoneurum ovatum"
"Pterygoneurum subsessile var. subsessile"
"Ptilium crista-castrensis"
"Ptychostomum bimum"
"Ptychostomum cernuum"
"Ptychostomum creberrimum"
"Ptychostomum intermedium"
"Ptychostomum pallens"
"Ptychostomum pallescens"
"Ptychostomum pendulum"
"Ptychostomum pseudotriquetrum"
"Ptychostomum weigelii"
"Puccinellia"
"Puccinellia angustata"
"Puccinellia distans"
"Puccinellia nuttalliana"
"Pylaisia polyantha"
"Pyrola asarifolia"
"Pyrola asarifolia subsp. asarifolia"
"Pyrola chlorantha"
"Pyrola elliptica"
"Pyrola grandiflora"
"Pyrola minor"
"Pyrrocoma lanceolata"
"Pyrrocoma lanceolata var. lanceolata"
"Pyrrocoma uniflora"
"Pyrrocoma uniflora var. uniflora"
"Quercus macrocarpa"
"Ranunculus abortivus"
"Ranunculus acris"
"Ranunculus aquatilis"
"Ranunculus aquatilis var. diffusus"
"Ranunculus cardiophyllus"
"Ranunculus flammula"
"Ranunculus flammula var. ovalis"
"Ranunculus flammula var. reptans"
"Ranunculus glaberrimus"
"Ranunculus glaberrimus var. ellipticus"
"Ranunculus gmelinii"
"Ranunculus hyperboreus"
"Ranunculus inamoenus"
"Ranunculus inamoenus var. inamoenus"
"Ranunculus lapponicus"
"Ranunculus macounii"
"Ranunculus pedatifidus"
"Ranunculus pedatifidus var. affinis"
"Ranunculus pensylvanicus"
"Ranunculus rhomboideus"
"Ranunculus sceleratus"
"Ranunculus sceleratus var. multifidus"
"Ranunculus sceleratus var. sceleratus"
"Ranunculus testiculatus"
"Raphanus raphanistrum"
"Raphanus sativus"
"Ratibida columnifera"
"Reseda alba"
"Reseda lutea"
"Rhamnus alnifolia"
"Rhamnus cathartica"
"Rheum rhabarbarum"
"Rhinanthus minor"
"Rhinanthus minor subsp. minor"
"Rhizomnium gracile"
"Rhizomnium pseudopunctatum"
"Rhizomnium punctatum"
"Rhodobryum ontariense"
"Rhododendron groenlandicum"
"Rhododendron tomentosum"
"Rhynchospora alba"
"Rhynchospora capillacea"
"Rhynchospora fusca"
"Rhytidiadelphus triquetrus"
"Rhytidium rugosum"
"Ribes americanum"
"Ribes aureum"
"Ribes aureum var. aureum"
"Ribes glandulosum"
"Ribes hirtellum"
"Ribes hudsonianum"
"Ribes lacustre"
"Ribes oxyacanthoides"
"Ribes oxyacanthoides var. oxyacanthoides"
"Ribes oxyacanthoides var. setosum"
"Ribes rubrum"
"Ribes triste"
"Rorippa austriaca"
"Rorippa barbareifolia"
"Rorippa curvipes"
"Rorippa palustris"
"Rorippa palustris subsp. hispida"
"Rorippa palustris subsp. palustris"
"Rorippa sinuata"
"Rorippa tenerrima"
"Rosa acicularis"
"Rosa acicularis subsp. sayi"
"Rosa arkansana"
"Rosa blanda"
"Rosa woodsii"
"Rosa woodsii subsp. woodsii"
"Rosulabryum capillare"
"Rosulabryum laevifilum"
"Rubus arcticus"
"Rubus arcticus subsp. acaulis"
"Rubus chamaemorus"
"Rubus idaeus"
"Rubus idaeus subsp. strigosus"
"Rubus pubescens"
"Rudbeckia hirta"
"Rudbeckia hirta var. pulcherrima"
"Rumex acetosa"
"Rumex acetosella"
"Rumex britannica"
"Rumex crispus"
"Rumex fueginus"
"Rumex longifolius"
"Rumex occidentalis"
"Rumex pseudonatronatus"
"Rumex stenophyllus"
"Rumex thyrsiflorus"
"Rumex triangulivalvis"
"Rumex venosus"
"Ruppia cirrhosa"
"Ruppia maritima"
"Sagina nodosa"
"Sagina nodosa subsp. borealis"
"Sagittaria brevirostra"
"Sagittaria cuneata"
"Sagittaria latifolia"
"Sagittaria rigida"
"Salicornia rubra"
"Salix alba"
"Salix amygdaloides"
"Salix arbusculoides"
"Salix arctophila"
"Salix athabascensis"
"Salix bebbiana"
"Salix boothii"
"Salix brachycarpa"
"Salix brachycarpa var. brachycarpa"
"Salix brachycarpa var. psammophila"
"Salix candida"
"Salix commutata"
"Salix daphnoides"
"Salix discolor"
"Salix drummondiana"
"Salix famelica"
"Salix glauca"
"Salix glauca var. villosa"
"Salix interior"
"Salix lasiandra"
"Salix lasiandra var. caudata"
"Salix lasiandra var. lasiandra"
"Salix lucida"
"Salix maccalliana"
"Salix myrtillifolia"
"Salix pedicellaris"
"Salix pellita"
"Salix pentandra"
"Salix petiolaris"
"Salix planifolia"
"Salix pseudomonticola"
"Salix pseudomyrsinites"
"Salix pyrifolia"
"Salix reticulata"
"Salix scouleriana"
"Salix serissima"
"Salix silicicola"
"Salix turnorii"
"Salix tyrrellii"
"Salix ×fragilis"
"Salix ×jesupii"
"Salsola collina"
"Salsola tragus"
"Sanionia uncinata"
"Saponaria officinalis"
"Sarcobatus vermiculatus"
"Sarmentypnum exannulatum"
"Sarracenia purpurea"
"Sarracenia purpurea subsp. purpurea"
"Saxifraga tricuspidata"
"Schedonnardus"
"Schedonnardus paniculatus"
"Schedonorus"
"Schedonorus arundinaceus"
"Schedonorus pratensis"
"Scheuchzeria palustris"
"Schistidium boreale"
"Schistidium pulchrum"
"Schistidium rivulare"
"Schistidium tenerum"
"Schizachne"
"Schizachne purpurascens"
"Schizachyrium"
"Schizachyrium scoparium"
"Schizachyrium scoparium var. scoparium"
"Schoenoplectus acutus"
"Schoenoplectus acutus var. acutus"
"Schoenoplectus pungens"
"Schoenoplectus subterminalis"
"Schoenoplectus tabernaemontani"
"Scirpus atrocinctus"
"Scirpus microcarpus"
"Scirpus pallidus"
"Sciuro-hypnum reflexum"
"Scleranthus annuus subsp. annuus"
"Scolochloa"
"Scolochloa festucacea"
"Scorpidium cossonii"
"Scorpidium revolvens"
"Scrophularia lanceolata"
"Secale"
"Secale cereale"
"Secale strictum"
"Sedum acre"
"Sedum lanceolatum"
"Sedum lanceolatum var. lanceolatum"
"Selaginella densa"
"Selaginella rupestris"
"Selaginella selaginoides"
"Senecio eremophilus"
"Senecio eremophilus var. eremophilus"
"Senecio integerrimus"
"Senecio integerrimus var. exaltatus"
"Senecio integerrimus var. integerrimus"
"Senecio integerrimus var. scribneri"
"Senecio viscosus"
"Senecio vulgaris"
"Setaria"
"Setaria adhaerans"
"Setaria chapmanii"
"Setaria pumila"
"Setaria pumila subsp. pallidefusca"
"Setaria pumila subsp. pumila"
"Setaria subg. Paurochaetium"
"Setaria subg. Ptychophyllum"
"Setaria subg. Reverchoniae"
"Setaria subg. Setaria"
"Setaria viridis"
"Setaria viridis var. viridis"
"Shinnersoseris rostrata"
"Sibbaldiopsis tridentata"
"Silene acaulis"
"Silene antirrhina"
"Silene chalcedonica"
"Silene conoidea"
"Silene csereii"
"Silene dichotoma subsp. dichotoma"
"Silene drummondii subsp. drummondii"
"Silene drummondii subsp. striata"
"Silene latifolia"
"Silene menziesii"
"Silene noctiflora"
"Silene sibirica"
"Silene vulgaris"
"Silybum marianum"
"Sinapis alba"
"Sinapis arvensis"
"Sisymbrium altissimum"
"Sisymbrium loeselii"
"Sisyrinchium montanum var. montanum"
"Sisyrinchium mucronatum"
"Sisyrinchium septentrionale"
"Smilax lasioneura"
"Solidago altissima"
"Solidago altissima subsp. altissima"
"Solidago altissima subsp. gilvocanescens"
"Solidago gigantea"
"Solidago hispida"
"Solidago lepida"
"Solidago lepida var. lepida"
"Solidago lepida var. salebrosa"
"Solidago missouriensis"
"Solidago mollis"
"Solidago multiradiata"
"Solidago nemoralis"
"Solidago nemoralis subsp. decemflora"
"Solidago ptarmicoides"
"Solidago rigida"
"Solidago rigida subsp. humilis"
"Solidago simplex"
"Solidago simplex var. simplex"
"Sonchus arvensis"
"Sonchus arvensis subsp. arvensis"
"Sonchus arvensis subsp. uliginosus"
"Sonchus asper"
"Sonchus oleraceus"
"Sorbaria sorbifolia"
"Sorbus aucuparia"
"Sorbus decora"
"Sorbus scopulina"
"Sorghastrum"
"Sorghastrum nutans"
"Sparganium angustifolium"
"Sparganium emersum"
"Sparganium eurycarpum"
"Sparganium fluctuans"
"Sparganium glomeratum"
"Sparganium natans"
"Spartina"
"Spartina gracilis"
"Spartina pectinata"
"Spergula arvensis"
"Spergularia diandra"
"Spergularia salina"
"Sphaeralcea coccinea"
"Sphaeralcea coccinea var. coccinea"
"Sphagnum angustifolium"
"Sphagnum capillifolium"
"Sphagnum centrale"
"Sphagnum compactum"
"Sphagnum fimbriatum subsp. fimbriatum"
"Sphagnum fuscum"
"Sphagnum girgensohnii"
"Sphagnum jensenii"
"Sphagnum magellanicum"
"Sphagnum majus subsp. norvegicum"
"Sphagnum obtusum"
"Sphagnum riparium"
"Sphagnum russowii"
"Sphagnum squarrosum"
"Sphagnum teres"
"Sphagnum warnstorfii"
"Sphenopholis"
"Sphenopholis intermedia"
"Sphenopholis obtusata"
"Spiraea alba"
"Spiraea alba var. alba"
"Spiraea lucida"
"Spiranthes lacera var. lacera"
"Spiranthes romanzoffiana"
"Spirodela polyrrhiza"
"Splachnum ampullaceum"
"Splachnum luteum"
"Sporobolus"
"Sporobolus coahuilensis"
"Sporobolus cryptandrus"
"Sporobolus heterolepis"
"Sporobolus jacquemontii"
"Sporobolus neglectus"
"Stellaria borealis"
"Stellaria borealis subsp. borealis"
"Stellaria crassifolia"
"Stellaria longifolia"
"Stellaria longipes"
"Stellaria longipes subsp. arenicola"
"Stellaria longipes subsp. longipes"
"Stellaria media"
"Stenotus armerioides"
"Stenotus armerioides var. armerioides"
"Stephanomeria runcinata"
"Stephanomeria tenuifolia"
"Straminergon stramineum"
"Streptopus amplexifolius"
"Stuckenia filiformis"
"Stuckenia filiformis subsp. alpina"
"Stuckenia filiformis subsp. occidentalis"
"Stuckenia pectinata"
"Stuckenia vaginata"
"Suaeda calceoliformis"
"Suaeda nigra"
"Subularia aquatica"
"Subularia aquatica subsp. americana"
"Symphyotrichum ascendens"
"Symphyotrichum boreale"
"Symphyotrichum bracteolatum"
"Symphyotrichum ciliatum"
"Symphyotrichum ciliolatum"
"Symphyotrichum ericoides"
"Symphyotrichum ericoides var. pansum"
"Symphyotrichum falcatum"
"Symphyotrichum falcatum var. commutatum"
"Symphyotrichum falcatum var. falcatum"
"Symphyotrichum firmum"
"Symphyotrichum laeve"
"Symphyotrichum laeve var. geyeri"
"Symphyotrichum lanceolatum"
"Symphyotrichum lanceolatum var. hesperium"
"Symphyotrichum lanceolatum var. lanceolatum"
"Symphyotrichum puniceum"
"Symphyotrichum puniceum var. puniceum"
"Synthyris wyomingensis"
"Tanacetum balsamita"
"Tanacetum bipinnatum"
"Tanacetum vulgare"
"Taraxacum ceratophorum"
"Taraxacum erythrospermum"
"Taraxacum officinale"
"Taxiphyllum deplanatum"
"Tephroseris palustris"
"Tetraneuris acaulis"
"Tetraneuris acaulis var. acaulis"
"Tetraphis pellucida var. pellucida"
"Tetraplodon angustatus"
"Tetraplodon mnioides"
"Thalictrum dasycarpum"
"Thalictrum occidentale"
"Thalictrum sparsiflorum"
"Thalictrum venulosum"
"Thinopyrum"
"Thinopyrum intermedium"
"Thinopyrum intermedium subsp. barbulatum"
"Thinopyrum intermedium subsp. intermedium"
"Thinopyrum junceum"
"Thinopyrum ponticum"
"Thlaspi arvense"
"Tilia americana"
"Timmia austriaca"
"Timmia megapolitana subsp. bavarica"
"Timmia megapolitana subsp. megapolitana"
"Tofieldia pusilla"
"Tomentypnum falcifolium"
"Tomentypnum nitens"
"Torreyochloa"
"Torreyochloa pallida"
"Torreyochloa pallida var. fernaldii"
"Tortella tortuosa var. tortuosa"
"Tortula acaulon"
"Tortula cernua"
"Tortula mucronifolia"
"Tortula nevadensis"
"Tortula protobryoides"
"Tortula truncata"
"Townsendia exscapa"
"Townsendia hookeri"
"Tragopogon dubius"
"Tragopogon pratensis"
"Transberingia bursifolia"
"Transberingia bursifolia subsp. virgata"
"Triadenum fraseri"
"Triantha glutinosa"
"Trichophorum alpinum"
"Trichophorum cespitosum"
"Trichophorum clintonii"
"Trichophorum pumilum"
"Trientalis borealis"
"Trientalis europaea"
"Triglochin maritima"
"Triglochin palustris"
"Trillium cernuum"
"Tripleurospermum inodorum"
"Tripterocalyx micranthus"
"Trisetum"
"Trisetum cernuum"
"Trisetum spicatum"
"Trisetum wolfii"
"Triticum"
"Triticum aestivum"
"Triticum boeoticum"
"Triticum carthlicum"
"Triticum dicoccoides"
"Triticum dicoccum"
"Triticum durum"
"Triticum monococcum"
"Triticum polonicum"
"Triticum timopheevii"
"Triticum turgidum"
"Triticum urartu"
"Turritis glabra"
"Typha angustifolia"
"Typha latifolia"
"Ulmus americana"
"Urtica dioica"
"Urtica dioica subsp. gracilis"
"Urtica urens"
"Vaccaria hispanica"
"Vaccinium cespitosum"
"Vaccinium myrtilloides"
"Vaccinium oxycoccos"
"Vaccinium uliginosum"
"Vaccinium vitis-idaea"
"Verbascum nigrum"
"Verbascum phlomoides"
"Verbascum thapsus"
"Verbascum thapsus subsp. thapsus"
"Veronica americana"
"Veronica catenata"
"Veronica longifolia"
"Veronica peregrina"
"Veronica persica"
"Veronica scutellata"
"Veronica serpyllifolia"
"Viola adunca"
"Viola adunca var. adunca"
"Viola arvensis"
"Viola bicolor"
"Viola blanda"
"Viola canadensis"
